aespecie,POINT_X,POINT_Y
Agave_americana,3.059456233,42.13520759
Agave_americana,3.059540481,42.22527058
Agave_americana,3.059540481,42.22527058
Agave_americana,3.059625115,42.31533215
Agave_americana,3.180203608,42.04501721
Agave_americana,3.180203608,42.04501721
Agave_americana,3.180458522,42.13508122
Agave_americana,3.180714604,42.22514381
Agave_americana,3.180971861,42.31520498
Agave_americana,-3.282362072,37.08905682
Agave_americana,-9.062371238,42.76548185
Agave_americana,-5.290716786,36.52650887
Agave_americana,-4.852826061,36.89465521
Agave_americana,-4.064897319,36.72404971
Agave_americana,-4.066144775,36.81418078
Agave_americana,-3.952929028,36.72499903
Agave_americana,-1.346035536,38.1593498
Agave_americana,-1.122471495,37.97575736
Agave_americana,-7.85346029,42.03929909
Agave_americana,-6.675283067,41.21091353
Agave_americana,-5.969952846,37.41218565
Agave_americana,-5.422134478,37.15477056
Agave_americana,-5.422134478,37.15477056
Agave_americana,0.576951943,40.57851072
Agave_americana,0.567136764,40.84852564
Agave_americana,0.688795298,40.76095506
Agave_americana,0.688795298,40.76095506
Agave_americana,0.810134964,40.67324659
Agave_americana,0.911417792,41.21556725
Agave_americana,1.147324539,41.30967732
Agave_americana,1.271481101,41.13146422
Agave_americana,1.390571841,41.13319017
Agave_americana,1.388365398,41.22323327
Agave_americana,-0.091379352,40.9275129
Agave_americana,-0.087422228,41.01747831
Agave_americana,-3.993822129,39.78877028
Agave_americana,-0.282446975,39.13060011
Agave_americana,-0.26139479,39.67062409
Agave_americana,-1.503619437,41.49494489
Agave_americana,-0.873939005,38.69239365
Agave_americana,-0.76184172,38.60019832
Agave_americana,-0.76184172,38.60019832
Agave_americana,-0.388008424,39.40328387
Agave_americana,-0.388008424,39.40328387
Agave_americana,-0.876599697,38.60233776
Agave_americana,-0.873939005,38.69239365
Agave_americana,-0.873939005,38.69239365
Agave_americana,-0.75903751,38.69024735
Agave_americana,-0.644148576,38.68798828
Agave_americana,-0.873939005,38.69239365
Agave_americana,-0.644148576,38.68798828
Agave_americana,-0.374447989,39.76332068
Agave_americana,-0.264942938,39.58062424
Agave_americana,0.124073554,40.11774963
Agave_americana,-0.730294297,39.59065152
Agave_americana,-0.27549239,39.31061472
Agave_americana,0.060453307,38.85499946
Agave_americana,-0.873939005,38.69239365
Agave_americana,-0.873939005,38.69239365
Agave_americana,-0.871266394,38.78244799
Agave_americana,-0.873939005,38.69239365
Agave_americana,-0.76184172,38.60019832
Agave_americana,-0.76184172,38.60019832
Agave_americana,-0.613934984,39.58831924
Agave_americana,-0.500822129,39.4958524
Agave_americana,-0.75903751,38.69024735
Agave_americana,-0.617017628,39.4982933
Agave_americana,-0.873939005,38.69239365
Agave_americana,-0.500822129,39.4958524
Agave_americana,-0.500822129,39.4958524
Agave_americana,-0.500822129,39.4958524
Agave_americana,-0.76184172,38.60019832
Agave_americana,-0.76184172,38.60019832
Agave_americana,-0.257830678,39.76062228
Agave_americana,-0.595145478,40.12844126
Agave_americana,-0.500822129,39.4958524
Agave_americana,-0.595145478,40.12844126
Agave_americana,-0.595145478,40.12844126
Agave_americana,-0.504040251,39.40583262
Agave_americana,-0.500822129,39.4958524
Agave_americana,-0.3029412,38.5905168
Agave_americana,-0.3029412,38.5905168
Agave_americana,-0.3029412,38.5905168
Agave_americana,-0.3029412,38.5905168
Agave_americana,-0.306303796,38.50049718
Agave_americana,-0.3029412,38.5905168
Agave_americana,-0.3029412,38.5905168
Agave_americana,-0.306303796,38.50049718
Agave_americana,-0.727348475,39.68068328
Agave_americana,-0.595145478,40.12844126
Agave_americana,-0.500822129,39.4958524
Agave_americana,-0.500822129,39.4958524
Agave_americana,-0.500822129,39.4958524
Agave_americana,-0.500822129,39.4958524
Agave_americana,-0.500822129,39.4958524
Agave_americana,-0.876599697,38.60233776
Agave_americana,-0.876599697,38.60233776
Agave_americana,-0.736146427,39.41058325
Agave_americana,-0.494342408,39.67588712
Agave_americana,0.064153081,38.76500258
Agave_americana,0.06783636,38.67500403
Agave_americana,-0.388008424,39.40328387
Agave_americana,-0.500822129,39.4958524
Agave_americana,-0.617017628,39.4982933
Agave_americana,-0.497589538,39.58587057
Agave_americana,-0.417645346,38.59310567
Agave_americana,-0.75903751,38.69024735
Agave_americana,-0.417645346,38.59310567
Agave_americana,-1.094176309,39.05660675
Agave_americana,-0.993875428,38.51430083
Agave_americana,-1.006238433,38.06395845
Agave_americana,-0.500822129,39.4958524
Agave_americana,-0.873939005,38.69239365
Agave_americana,-0.544591051,38.23542942
Agave_americana,-0.500822129,39.4958524
Agave_americana,-0.887124415,38.24209882
Agave_americana,-0.604603574,39.85838746
Agave_americana,-0.604603574,39.85838746
Agave_americana,-0.604603574,39.85838746
Agave_americana,-0.487804237,39.85591535
Agave_americana,-0.487804237,39.85591535
Agave_americana,-0.601465045,39.948407
Agave_americana,-0.500822129,39.4958524
Agave_americana,-0.221293729,40.66051226
Agave_americana,-0.613934984,39.58831924
Agave_americana,-0.613934984,39.58831924
Agave_americana,-0.497589538,39.58587057
Agave_americana,-0.613934984,39.58831924
Agave_americana,-0.613934984,39.58831924
Agave_americana,-0.613934984,39.58831924
Agave_americana,-0.388008424,39.40328387
Agave_americana,-0.377860955,39.67331394
Agave_americana,-0.377860955,39.67331394
Agave_americana,-0.377860955,39.67331394
Agave_americana,-0.718431187,39.95076909
Agave_americana,-0.718431187,39.95076909
Agave_americana,-0.384641097,39.49329553
Agave_americana,-0.500822129,39.4958524
Agave_americana,-0.384641097,39.49329553
Agave_americana,-0.494342408,39.67588712
Agave_americana,-0.497589538,39.58587057
Agave_americana,-0.494342408,39.67588712
Agave_americana,-0.494342408,39.67588712
Agave_americana,-0.494342408,39.67588712
Agave_americana,-0.494342408,39.67588712
Agave_americana,-0.494342408,39.67588712
Agave_americana,-0.494342408,39.67588712
Agave_americana,-0.494342408,39.67588712
Agave_americana,-0.494342408,39.67588712
Agave_americana,-0.613934984,39.58831924
Agave_americana,-0.613934984,39.58831924
Agave_americana,-0.613934984,39.58831924
Agave_americana,-0.617017628,39.4982933
Agave_americana,-0.613934984,39.58831924
Agave_americana,-0.613934984,39.58831924
Agave_americana,-0.613934984,39.58831924
Agave_americana,-0.613934984,39.58831924
Agave_americana,-0.613934984,39.58831924
Agave_americana,-0.617017628,39.4982933
Agave_americana,-0.497589538,39.58587057
Agave_americana,-0.497589538,39.58587057
Agave_americana,-0.381258632,39.58330555
Agave_americana,-0.381258632,39.58330555
Agave_americana,-0.381258632,39.58330555
Agave_americana,-0.381258632,39.58330555
Agave_americana,-0.381258632,39.58330555
Agave_americana,-0.381258632,39.58330555
Agave_americana,-0.381258632,39.58330555
Agave_americana,-0.497589538,39.58587057
Agave_americana,-0.497589538,39.58587057
Agave_americana,-0.497589538,39.58587057
Agave_americana,-0.497589538,39.58587057
Agave_americana,-0.497589538,39.58587057
Agave_americana,-0.497589538,39.58587057
Agave_americana,-0.497589538,39.58587057
Agave_americana,-0.497589538,39.58587057
Agave_americana,-0.497589538,39.58587057
Agave_americana,-0.497589538,39.58587057
Agave_americana,-0.497589538,39.58587057
Agave_americana,-0.497589538,39.58587057
Agave_americana,-0.497589538,39.58587057
Agave_americana,-0.617017628,39.4982933
Agave_americana,-0.617017628,39.4982933
Agave_americana,-0.617017628,39.4982933
Agave_americana,-0.617017628,39.4982933
Agave_americana,-0.617017628,39.4982933
Agave_americana,-0.598312371,40.03842493
Agave_americana,-0.598312371,40.03842493
Agave_americana,-0.613934984,39.58831924
Agave_americana,-0.497589538,39.58587057
Agave_americana,-0.497589538,39.58587057
Agave_americana,-0.497589538,39.58587057
Agave_americana,-0.497589538,39.58587057
Agave_americana,-0.497589538,39.58587057
Agave_americana,-0.497589538,39.58587057
Agave_americana,-0.75903751,38.69024735
Agave_americana,-0.500822129,39.4958524
Agave_americana,-0.500822129,39.4958524
Agave_americana,-0.500822129,39.4958524
Agave_americana,-0.500822129,39.4958524
Agave_americana,-0.500822129,39.4958524
Agave_americana,-0.500822129,39.4958524
Agave_americana,-0.500822129,39.4958524
Agave_americana,-0.500822129,39.4958524
Agave_americana,-0.500822129,39.4958524
Agave_americana,-0.381258632,39.58330555
Agave_americana,-0.381258632,39.58330555
Agave_americana,-0.381258632,39.58330555
Agave_americana,-0.381258632,39.58330555
Agave_americana,-0.381258632,39.58330555
Agave_americana,-0.381258632,39.58330555
Agave_americana,-0.873939005,38.69239365
Agave_americana,-0.26139479,39.67062409
Agave_americana,-0.26139479,39.67062409
Agave_americana,-0.377860955,39.67331394
Agave_americana,-0.377860955,39.67331394
Agave_americana,-0.257830678,39.76062228
Agave_americana,-0.26139479,39.67062409
Agave_americana,-0.374447989,39.76332068
Agave_americana,-0.377860955,39.67331394
Agave_americana,-0.26139479,39.67062409
Agave_americana,-0.377860955,39.67331394
Agave_americana,-0.377860955,39.67331394
Agave_americana,-0.374447989,39.76332068
Agave_americana,-0.26139479,39.67062409
Agave_americana,-0.377860955,39.67331394
Agave_americana,-0.374447989,39.76332068
Agave_americana,-0.377860955,39.67331394
Agave_americana,-0.26139479,39.67062409
Agave_americana,-0.26139479,39.67062409
Agave_americana,-0.26139479,39.67062409
Agave_americana,-0.377860955,39.67331394
Agave_americana,-0.374447989,39.76332068
Agave_americana,-0.374447989,39.76332068
Agave_americana,-0.491080665,39.76590205
Agave_americana,-0.487804237,39.85591535
Agave_americana,-0.491080665,39.76590205
Agave_americana,-0.491080665,39.76590205
Agave_americana,-0.491080665,39.76590205
Agave_americana,-0.374447989,39.76332068
Agave_americana,-0.374447989,39.76332068
Agave_americana,-0.374447989,39.76332068
Agave_americana,-0.374447989,39.76332068
Agave_americana,-0.374447989,39.76332068
Agave_americana,-0.374447989,39.76332068
Agave_americana,-0.374447989,39.76332068
Agave_americana,-0.374447989,39.76332068
Agave_americana,-0.491080665,39.76590205
Agave_americana,-0.610838473,39.67834358
Agave_americana,-0.727348475,39.68068328
Agave_americana,-0.772934157,38.23998666
Agave_americana,-0.491080665,39.76590205
Agave_americana,-0.491080665,39.76590205
Agave_americana,-0.494342408,39.67588712
Agave_americana,-0.494342408,39.67588712
Agave_americana,-0.494342408,39.67588712
Agave_americana,-0.494342408,39.67588712
Agave_americana,-0.772934157,38.23998666
Agave_americana,-0.491080665,39.76590205
Agave_americana,-0.610838473,39.67834358
Agave_americana,-0.494342408,39.67588712
Agave_americana,-0.610838473,39.67834358
Agave_americana,-0.610838473,39.67834358
Agave_americana,-0.381258632,39.58330555
Agave_americana,-0.381258632,39.58330555
Agave_americana,-0.377860955,39.67331394
Agave_americana,-0.381258632,39.58330555
Agave_americana,-0.381258632,39.58330555
Agave_americana,-0.381258632,39.58330555
Agave_americana,-0.384641097,39.49329553
Agave_americana,-0.384641097,39.49329553
Agave_americana,-0.384641097,39.49329553
Agave_americana,-0.384641097,39.49329553
Agave_americana,-0.384641097,39.49329553
Agave_americana,-0.544591051,38.23542942
Agave_americana,-0.384641097,39.49329553
Agave_americana,-0.76184172,38.60019832
Agave_americana,-0.497589538,39.58587057
Agave_americana,-0.497589538,39.58587057
Agave_americana,-0.500822129,39.4958524
Agave_americana,-0.497589538,39.58587057
Agave_americana,-0.75903751,38.69024735
Agave_americana,-0.76184172,38.60019832
Agave_americana,-0.497589538,39.58587057
Agave_americana,-0.497589538,39.58587057
Agave_americana,-0.500822129,39.4958524
Agave_americana,-0.497589538,39.58587057
Agave_americana,-0.500822129,39.4958524
Agave_americana,-0.26139479,39.67062409
Agave_americana,-0.377860955,39.67331394
Agave_americana,-0.381258632,39.58330555
Agave_americana,-0.264942938,39.58062424
Agave_americana,-0.377860955,39.67331394
Agave_americana,-0.377860955,39.67331394
Agave_americana,-0.264942938,39.58062424
Agave_americana,-0.381258632,39.58330555
Agave_americana,-0.264942938,39.58062424
Agave_americana,-0.264942938,39.58062424
Agave_americana,-0.264942938,39.58062424
Agave_americana,-0.377860955,39.67331394
Agave_americana,-0.381258632,39.58330555
Agave_americana,-0.381258632,39.58330555
Agave_americana,-0.264942938,39.58062424
Agave_americana,-0.264942938,39.58062424
Agave_americana,-0.264942938,39.58062424
Agave_americana,-0.26139479,39.67062409
Agave_americana,-0.377860955,39.67331394
Agave_americana,-0.497589538,39.58587057
Agave_americana,-0.497589538,39.58587057
Agave_americana,-0.497589538,39.58587057
Agave_americana,-0.497589538,39.58587057
Agave_americana,-0.497589538,39.58587057
Agave_americana,-0.497589538,39.58587057
Agave_americana,-0.497589538,39.58587057
Agave_americana,-0.497589538,39.58587057
Agave_americana,-0.500822129,39.4958524
Agave_americana,-0.384641097,39.49329553
Agave_americana,-0.873939005,38.69239365
Agave_americana,-0.384641097,39.49329553
Agave_americana,-0.75903751,38.69024735
Agave_americana,-0.48120703,40.0359371
Agave_americana,-1.09174913,39.1466677
Agave_americana,-0.384641097,39.49329553
Agave_americana,-0.384641097,39.49329553
Agave_americana,-0.610838473,39.67834358
Agave_americana,-0.610838473,39.67834358
Agave_americana,-0.610838473,39.67834358
Agave_americana,-0.500822129,39.4958524
Agave_americana,-0.610838473,39.67834358
Agave_americana,-0.610838473,39.67834358
Agave_americana,-0.610838473,39.67834358
Agave_americana,-0.491080665,39.76590205
Agave_americana,-0.494342408,39.67588712
Agave_americana,-0.610838473,39.67834358
Agave_americana,-0.494342408,39.67588712
Agave_americana,-0.610838473,39.67834358
Agave_americana,-0.494342408,39.67588712
Agave_americana,-0.607728026,39.76836632
Agave_americana,-0.384641097,39.49329553
Agave_americana,-0.384641097,39.49329553
Agave_americana,-0.381258632,39.58330555
Agave_americana,-0.497589538,39.58587057
Agave_americana,-0.497589538,39.58587057
Agave_americana,-0.494342408,39.67588712
Agave_americana,-0.494342408,39.67588712
Agave_americana,-0.494342408,39.67588712
Agave_americana,-0.381258632,39.58330555
Agave_americana,-0.504040251,39.40583262
Agave_americana,-0.504040251,39.40583262
Agave_americana,-0.504040251,39.40583262
Agave_americana,-0.504040251,39.40583262
Agave_americana,-0.504040251,39.40583262
Agave_americana,-0.388008424,39.40328387
Agave_americana,-0.500822129,39.4958524
Agave_americana,-0.500822129,39.4958524
Agave_americana,-0.500822129,39.4958524
Agave_americana,-0.500822129,39.4958524
Agave_americana,-0.384641097,39.49329553
Agave_americana,-0.610838473,39.67834358
Agave_americana,-0.610838473,39.67834358
Agave_americana,-0.384641097,39.49329553
Agave_americana,-0.610838473,39.67834358
Agave_americana,-0.613934984,39.58831924
Agave_americana,-0.497589538,39.58587057
Agave_americana,-0.613934984,39.58831924
Agave_americana,-0.613934984,39.58831924
Agave_americana,-0.613934984,39.58831924
Agave_americana,-0.497589538,39.58587057
Agave_americana,-0.613934984,39.58831924
Agave_americana,-0.75903751,38.69024735
Agave_americana,-0.613934984,39.58831924
Agave_americana,-0.497589538,39.58587057
Agave_americana,-0.500822129,39.4958524
Agave_americana,-0.76184172,38.60019832
Agave_americana,-0.667365549,37.96760983
Agave_americana,-0.299563552,38.68053478
Agave_americana,-0.75903751,38.69024735
Agave_americana,-0.75903751,38.69024735
Agave_americana,-0.411162082,38.77315662
Agave_americana,-0.617017628,39.4982933
Agave_americana,-0.411162082,38.77315662
Agave_americana,-0.544591051,38.23542942
Agave_americana,-0.062537589,38.85499822
Agave_americana,-0.730294297,39.59065152
Agave_americana,-0.500822129,39.4958524
Agave_americana,-0.500822129,39.4958524
Agave_americana,-0.500822129,39.4958524
Agave_americana,-0.497589538,39.58587057
Agave_americana,-0.497589538,39.58587057
Agave_americana,-0.497589538,39.58587057
Agave_americana,-0.500822129,39.4958524
Agave_americana,-0.497589538,39.58587057
Agave_americana,-0.730294297,39.59065152
Agave_americana,-0.500822129,39.4958524
Agave_americana,-0.278977469,39.22060824
Agave_americana,-0.398020328,39.13323909
Agave_americana,-0.174073889,38.94784302
Agave_americana,-0.289339571,38.95057891
Agave_americana,-0.174073889,38.94784302
Agave_americana,-0.27199166,39.40061955
Agave_americana,-0.27199166,39.40061955
Agave_americana,-0.617017628,39.4982933
Agave_americana,-0.617017628,39.4982933
Agave_americana,-0.613934984,39.58831924
Agave_americana,-0.477886102,40.12594553
Agave_americana,-0.477886102,40.12594553
Agave_americana,-0.477886102,40.12594553
Agave_americana,-0.607728026,39.76836632
Agave_americana,-0.487804237,39.85591535
Agave_americana,-0.487804237,39.85591535
Agave_americana,-0.062537589,38.85499822
Agave_americana,-0.75903751,38.69024735
Agave_americana,-0.75903751,38.69024735
Agave_americana,-0.75903751,38.69024735
Agave_americana,-0.3029412,38.5905168
Agave_americana,-0.3029412,38.5905168
Agave_americana,-0.3029412,38.5905168
Agave_americana,-0.299563552,38.68053478
Agave_americana,-0.184731272,38.677825
Agave_americana,-0.069914756,38.67500265
Agave_americana,-0.497589538,39.58587057
Agave_americana,-0.497589538,39.58587057
Agave_americana,-0.497589538,39.58587057
Agave_americana,-0.500822129,39.4958524
Agave_americana,-0.730294297,39.59065152
Agave_americana,-0.289339571,38.95057891
Agave_americana,-0.381258632,39.58330555
Agave_americana,-0.381258632,39.58330555
Agave_americana,-0.394697966,39.22325565
Agave_americana,-0.174073889,38.94784302
Agave_americana,-0.27199166,39.40061955
Agave_americana,-0.27199166,39.40061955
Agave_americana,-0.617017628,39.4982933
Agave_americana,-0.487804237,39.85591535
Agave_americana,0.237637526,40.21059315
Agave_americana,-1.006238433,38.06395845
Agave_americana,-0.75903751,38.69024735
Agave_americana,-0.75903751,38.69024735
Agave_americana,-0.75903751,38.69024735
Agave_americana,-0.3029412,38.5905168
Agave_americana,-0.299563552,38.68053478
Agave_americana,-0.306303796,38.50049718
Agave_americana,-0.073578696,38.58500235
Agave_americana,-0.069914756,38.67500265
Agave_americana,-0.500822129,39.4958524
Agave_americana,-0.730294297,39.59065152
Agave_americana,-0.497589538,39.58587057
Agave_americana,-0.497589538,39.58587057
Agave_americana,-0.497589538,39.58587057
Agave_americana,-0.497589538,39.58587057
Agave_americana,-0.497589538,39.58587057
Agave_americana,-0.500822129,39.4958524
Agave_americana,-0.730294297,39.59065152
Agave_americana,-0.730294297,39.59065152
Agave_americana,-0.497589538,39.58587057
Agave_americana,-0.500822129,39.4958524
Agave_americana,-0.500822129,39.4958524
Agave_americana,-0.500822129,39.4958524
Agave_americana,-0.381258632,39.58330555
Agave_americana,-0.497589538,39.58587057
Agave_americana,-0.289339571,38.95057891
Agave_americana,-0.174073889,38.94784302
Agave_americana,-0.398020328,39.13323909
Agave_americana,-0.170489542,39.0378457
Agave_americana,-0.278977469,39.22060824
Agave_americana,-0.278977469,39.22060824
Agave_americana,-0.617017628,39.4982933
Agave_americana,-0.613934984,39.58831924
Agave_americana,-0.477886102,40.12594553
Agave_americana,-0.114750233,40.38768437
Agave_americana,-0.487804237,39.85591535
Agave_americana,0.347985916,40.39332902
Agave_americana,-0.873939005,38.69239365
Agave_americana,-0.75903751,38.69024735
Agave_americana,-0.3029412,38.5905168
Agave_americana,-0.3029412,38.5905168
Agave_americana,-0.3029412,38.5905168
Agave_americana,-0.184731272,38.677825
Agave_americana,-0.069914756,38.67500265
Agave_americana,-0.494342408,39.67588712
Agave_americana,-0.278977469,39.22060824
Agave_americana,-0.289339571,38.95057891
Agave_americana,-0.626183043,39.22820591
Agave_americana,-0.27199166,39.40061955
Agave_americana,-0.516769481,39.04573738
Agave_americana,-0.63222523,39.0481397
Agave_americana,-0.617017628,39.4982933
Agave_americana,-0.613934984,39.58831924
Agave_americana,-0.477886102,40.12594553
Agave_americana,-0.487804237,39.85591535
Agave_americana,0.347985916,40.39332902
Agave_americana,-0.066234414,38.76500128
Agave_americana,-0.066234414,38.76500128
Agave_americana,-0.3029412,38.5905168
Agave_americana,0.064153081,38.76500258
Agave_americana,0.064153081,38.76500258
Agave_americana,-0.500822129,39.4958524
Agave_americana,-0.500822129,39.4958524
Agave_americana,-0.497589538,39.58587057
Agave_americana,-0.500822129,39.4958524
Agave_americana,-0.500822129,39.4958524
Agave_americana,-0.730294297,39.59065152
Agave_americana,-0.497589538,39.58587057
Agave_americana,-0.500822129,39.4958524
Agave_americana,-0.500822129,39.4958524
Agave_americana,-0.500822129,39.4958524
Agave_americana,-0.500822129,39.4958524
Agave_americana,-0.497589538,39.58587057
Agave_americana,-0.494342408,39.67588712
Agave_americana,-0.174073889,38.94784302
Agave_americana,-0.278977469,39.22060824
Agave_americana,-0.398020328,39.13323909
Agave_americana,-0.174073889,38.94784302
Agave_americana,-0.62314159,39.31823663
Agave_americana,-0.27199166,39.40061955
Agave_americana,-0.27199166,39.40061955
Agave_americana,-0.617017628,39.4982933
Agave_americana,-0.617017628,39.4982933
Agave_americana,-0.617017628,39.4982933
Agave_americana,-0.487804237,39.85591535
Agave_americana,-0.604603574,39.85838746
Agave_americana,-0.487804237,39.85591535
Agave_americana,0.465696303,40.3959707
Agave_americana,-0.75903751,38.69024735
Agave_americana,-0.75903751,38.69024735
Agave_americana,-0.75903751,38.69024735
Agave_americana,-0.3029412,38.5905168
Agave_americana,-0.3029412,38.5905168
Agave_americana,-0.184731272,38.677825
Agave_americana,-0.730294297,39.59065152
Agave_americana,-0.500822129,39.4958524
Agave_americana,-0.730294297,39.59065152
Agave_americana,-0.497589538,39.58587057
Agave_americana,-0.497589538,39.58587057
Agave_americana,-0.730294297,39.59065152
Agave_americana,-0.497589538,39.58587057
Agave_americana,-0.497589538,39.58587057
Agave_americana,-0.497589538,39.58587057
Agave_americana,-0.3029412,38.5905168
Agave_americana,-0.3029412,38.5905168
Agave_americana,-0.184731272,38.677825
Agave_americana,-0.184731272,38.677825
Agave_americana,-0.184731272,38.677825
Agave_americana,-0.073578696,38.58500235
Agave_americana,-0.497589538,39.58587057
Agave_americana,-0.500822129,39.4958524
Agave_americana,-0.497589538,39.58587057
Agave_americana,-0.500822129,39.4958524
Agave_americana,-0.730294297,39.59065152
Agave_americana,-0.497589538,39.58587057
Agave_americana,-0.497589538,39.58587057
Agave_americana,-0.497589538,39.58587057
Agave_americana,-0.500822129,39.4958524
Agave_americana,-0.500822129,39.4958524
Agave_americana,-0.500822129,39.4958524
Agave_americana,-0.500822129,39.4958524
Agave_americana,-0.500822129,39.4958524
Agave_americana,-0.500822129,39.4958524
Agave_americana,-0.289339571,38.95057891
Agave_americana,-0.381258632,39.58330555
Agave_americana,-0.494342408,39.67588712
Agave_americana,-0.27199166,39.40061955
Agave_americana,-0.278977469,39.22060824
Agave_americana,-0.278977469,39.22060824
Agave_americana,-0.282446975,39.13060011
Agave_americana,-0.617017628,39.4982933
Agave_americana,-0.613934984,39.58831924
Agave_americana,-0.617017628,39.4982933
Agave_americana,-0.477886102,40.12594553
Agave_americana,-0.374447989,39.76332068
Agave_americana,-0.250654244,39.94061367
Agave_americana,-0.236106267,40.30057639
Agave_americana,0.340887366,40.57331432
Agave_americana,-1.006238433,38.06395845
Agave_americana,-0.75903751,38.69024735
Agave_americana,-0.730294297,39.59065152
Agave_americana,-0.730294297,39.59065152
Agave_americana,-0.730294297,39.59065152
Agave_americana,-0.730294297,39.59065152
Agave_americana,-0.497589538,39.58587057
Agave_americana,-0.497589538,39.58587057
Agave_americana,-0.500822129,39.4958524
Agave_americana,-0.500822129,39.4958524
