id,link,content,start_time,end_time,programme_id,programme_date
02Us6HEBfTy97p2TX4NQ,https://www.rtve.es/v/5569691/?t=00h42m32s,#�NOMBRE?,2552,2557,5569691,2020-05-04T21:00:00+00:00
XWUF43EBfTy97p2TJ4BG,https://www.rtve.es/v/5569476/?t=00h39m38s,"Nada de trafico, nada de ruido, nada de contaminación.",2378,2382,5569476,2020-05-04T15:00:00+00:00
ZWUF43EBfTy97p2TJ4B7,https://www.rtve.es/v/5569476/?t=00h40m48s,"Y Madrid es una de las 26 ciudades en las que la contaminación del aire ha alcanzado los niveles más bajos de la última década, según Ecologistas en Acción.",2448,2450,5569476,2020-05-04T15:00:00+00:00
9WW52HEBfTy97p2TL3sq,https://www.rtve.es/v/5568706/?t=00h29m45s,Ha bajado la contaminación acústica.,1785,1788,5568706,2020-05-02T21:00:00+00:00
xmUfxHEBfTy97p2T-2no,https://www.rtve.es/v/5565627/?t=00h45m50s,"Hoy el ministro de Transportes ha recomendado el uso del vehículo privado como una opción en estas circunstancias, una medida criticada por Greenpeace por contribuir a incrementar la contaminación.",2750,2753,5565627,2020-04-27T21:00:00+00:00
z0uIr3EBMpUce9rpmh2C,https://www.rtve.es/v/5564291/?t=00h22m28s,"-Las autopsias de pacientes fallecidos por este virus, no se realizan en las salas de autopsia habitual que utilizamos para pacientes que fallecen por enfermedades de corazón o cáncer, se necesitan medidas de bioseguridad, filtros, sistemas de ventilaci",1348,1352,5564291,2020-04-24T21:00:00+00:00
lkthqnEBMpUce9rpNRqO,https://www.rtve.es/v/5562649/?t=00h41m40s,"Dia de la Tierra atípico en todo el mundo, con poco tráfico, cielos despejados y unas estampas bucólicas que no se parecen en nada a los paisajes urbanos que veíamos hace unos meses con una contaminación que no dejaba vislumbrar los monumentos.",2500,2503,5562649,2020-04-22T21:00:00+00:00
JUthqnEBMpUce9rpNxuC,https://www.rtve.es/v/5562649/?t=00h58m38s,Ese Día de la Tierra se instauró para concienciarnos de los problemas de la sobrepoblación y la inaguantable contaminación.,3518,3522,5562649,2020-04-22T21:00:00+00:00
_0s6pXEBMpUce9rpOhZc,https://www.rtve.es/v/5562378/?t=00h55m39s,"Hoy, 22 de abril, se celebra el Día de la Tierra Hoy, 22 de abril, se celebra el Día de la Tierra y con gran parte del planeta confinado, la contaminación está en su nivel más bajo de los últimosaños.",3339,3342,5562378,2020-04-22T15:00:00+00:00
Aks6pXEBMpUce9rpOhdm,https://www.rtve.es/v/5562378/?t=00h56m14s,Apenas se veía por la contaminación.,3374,3376,5562378,2020-04-22T15:00:00+00:00
CUs6pXEBMpUce9rpOheJ,https://www.rtve.es/v/5562378/?t=00h56m38s,"Ayudados por satélites de la NASA y la Unión Europea, varios estudios de universidades como Harvard, Princeton o dos italianas relacionan contaminación y coronavirus.",3398,3401,5562378,2020-04-22T15:00:00+00:00
o0ugkHEBMpUce9rpbwyl,https://www.rtve.es/v/5560042/?t=00h50m08s,La inmovilidad y la contaminación.,3008,3012,5560042,2020-04-18T15:00:00+00:00
pEugkHEBMpUce9rpbwyo,https://www.rtve.es/v/5560042/?t=00h50m12s,Dice la DGT que pese a la vuelta del trabajo de algunos sectores hay una reducción en las carreteras de tráfico del 60% comparado con otras semanas tipo punto y respeto a la contaminación ha bajado especialmente en Madrid.,3012,3017,5560042,2020-04-18T15:00:00+00:00
pUugkHEBMpUce9rpbwyq,https://www.rtve.es/v/5560042/?t=00h50m33s,Suman 5 millones de personas confinadas y se ha reducido un 45% la contaminación por dióxido de nitrógeno.,3033,3037,5560042,2020-04-18T15:00:00+00:00
pkugkHEBMpUce9rpbwyt,https://www.rtve.es/v/5560042/?t=00h50m44s,Esta es la imagen de la desaparición por completo de la tristemente boina de contaminación.,3044,3048,5560042,2020-04-18T15:00:00+00:00
0Ep1jHEBMpUce9rpJuRG,https://www.rtve.es/v/5559003/?t=00h14m05s,#�NOMBRE?,845,849,5559003,2020-04-16T21:00:00+00:00
Qkp1jHEBMpUce9rpSuht,https://www.rtve.es/v/5558272/?t=00h54m32s,"Muchos pensaron que era por el coronavirus, pero no, era por el riesgo de contaminación.",3272,3276,5558272,2020-04-15T21:00:00+00:00
lI8GfHEBiY6urSbjYrrX,https://www.rtve.es/v/5556820/?t=00h37m08s,"La preocupación ahora es que esa contaminación llegue a Kiev, la capital de país.",2228,2232,5556820,2020-04-13T21:00:00+00:00
6I-UbHEBiY6urSbjLrCH,https://www.rtve.es/v/5555731/?t=00h33m26s,"A pesar de estar confinados, siguen trabajando cada día y están pendientes y vigilantes por si tienen que realizar algún servicio Estamos confinados porque no salimos del barco y estamos trabajando porque hemos seguido haciendo las actividades de salvamento marítimo y lucha contra contaminación en estas condiciones.",2006,2010,5555731,2020-04-11T21:00:00+00:00
nddK-3ABfaSrSdf5yzhb,https://www.rtve.es/v/5543119/?t=00h53m32s,"La contaminación registra mínimos históricos en las grandes ciudades de nuestro país, según informa Greenpeace.",3212,3215,5543119,2020-03-20T21:00:00+00:00
otdK-3ABfaSrSdf5yzhu,https://www.rtve.es/v/5543119/?t=00h54m23s,"Y esta es la explicación en tierra, se ha pasado de ver así, todos los días, las calles de Italia, a esta otra imagen ciudades desiertas, como aquí, la capital de los coches, Roma ahora sin apenas tráfico, sin apenas transporte ni coches ni tubos de escape echando innumerables partículas de contaminación a la atmósfera.",3263,3266,5543119,2020-03-20T21:00:00+00:00
sJTyzHAB72DN_7BEK0tu,https://www.rtve.es/v/5536165/?t=00h06m00s,"El clima continental como la contaminación, han afectado a su conservación.",360,363,5536165,2020-03-11T15:00:00+00:00
q7NxmXABegwEKATwTwlR,https://www.rtve.es/v/5527259/?t=00h21m34s,Una muestra este mapa de la Nasa sobre la contaminación entre enero y febrero.,1294,1297,5527259,2020-03-01T21:00:00+00:00
NbNxmXABegwEKATwYQuP,https://www.rtve.es/v/5527179/?t=00h19m17s,"Este mapa, compara la contaminación en China antes del coronavirus y en la actualidad.",1157,1160,5527179,2020-03-01T15:00:00+00:00
rLNxmXABegwEKATwYgvx,https://www.rtve.es/v/5527179/?t=00h35m10s,Y nuevas medidas para luchar contra la contaminación.,2110,2114,5527179,2020-03-01T15:00:00+00:00
_eUZa3ABTetNpVUihO3Q,https://www.rtve.es/v/5519758/?t=00h28m43s,#�NOMBRE?,1723,1726,5519758,2020-02-21T15:00:00+00:00
deXyZXABTetNpVUiYuuj,https://www.rtve.es/v/5518848/?t=00h00m05s,Se levantan las medidas preventivas en el entorno del vertedero de Zaldibar porque han descendido los niveles de contaminación.,5,8,5518848,2020-02-20T21:00:00+00:00
rOXyZXABTetNpVUiY-tV,https://www.rtve.es/v/5518848/?t=00h07m34s,La encargada de hacer los análisis de la contaminación en el entorno del vertedero de Zaldibar asegura que no hay por qué preocuparse porque los niveles detectados durante el fuego son un millón de veces inferiores a lo que marca la normativa europea.,454,456,5518848,2020-02-20T21:00:00+00:00
TcgXX3ABTetNpVUiB4R3,https://www.rtve.es/v/5516440/?t=00h23m39s,Se insiste en que los niveles de contaminación del aire son mínimos pero se mantienen las advertencias de no ventilar las casas ni realizar ejercicio intenso.,1419,1424,5516440,2020-02-18T21:00:00+00:00
BMgXX3ABTetNpVUiJYjZ,https://www.rtve.es/v/5516046/?t=00h25m43s,"Hoy ha comparecido, la he investigado, una responsable de todo el proceso de investigación de este caso. los niveles de contaminación del aire, son bajos.",1543,1547,5516046,2020-02-18T15:00:00+00:00
BFB_VnABaHdDzgWjeL15,http://www.rtve.es/v/5515203/?t=00h34m53s,Puede haber contaminación..,2093,2096,5515203,2020-02-17T21:00:00+00:00
DVB_VnABaHdDzgWjeL2T,http://www.rtve.es/v/5515203/?t=00h35m35s,En el bar la contaminación también copa las conversaciones.,2135,2140,5515203,2020-02-17T21:00:00+00:00
0DMqUnABaHdDzgWjqUri,http://www.rtve.es/v/5513992/?t=00h13m36s,"Pues, como acabamos de ver, en poco más de una semana el día a día de los vecinos de Zaldíbar, Ermua y Eibar se ha visto alterado por la contaminación del vertedero.",816,819,5513992,2020-02-16T21:00:00+00:00
2jMqUnABaHdDzgWjqkoH,http://www.rtve.es/v/5513992/?t=00h14m55s,Por lo menos hasta mediados de semana cuando se tenga nuevos datos sobre la contaminación del aire.,895,899,5513992,2020-02-16T21:00:00+00:00
aDMqUnABaHdDzgWjtUwT,http://www.rtve.es/v/5513796/?t=00h18m08s,La situación de alerta sanitaria por la alta contaminación que sale del vertedero sigue manteniendo en vilo a los cerca de 50.000 vecinos.,1088,1092,5513796,2020-02-16T15:00:00+00:00
bDMqUnABaHdDzgWjtUwg,http://www.rtve.es/v/5513796/?t=00h18m35s,Hasta el jueves no se tendrá los nuevos datos de contaminación del aire.,1115,1120,5513796,2020-02-16T15:00:00+00:00
fDMqUnABaHdDzgWjtUxW,http://www.rtve.es/v/5513796/?t=00h20m45s,Si lo consiguen la contaminación reducirá.,1245,1248,5513796,2020-02-16T15:00:00+00:00
1zMqUnABaHdDzgWj0k4r,http://www.rtve.es/v/5513330/?t=00h00m33s,"La contaminación afecta también a Ermua y Eibar, por lo que se ha suspendido el Eibar-Real Sociedad de mañana.",33,36,5513330,2020-02-15T21:00:00+00:00
9DMqUnABaHdDzgWj0k7A,http://www.rtve.es/v/5513330/?t=00h04m54s,"Y ahora, además, preocupa la alta contaminación que produce el incendio activo desde el día después del accidente.",294,298,5513330,2020-02-15T21:00:00+00:00
BTMqUnABaHdDzgWj008J,http://www.rtve.es/v/5513330/?t=00h07m12s,La contaminación ha pasado de Zaldíbar a poblaciones cercanas como Eibar y Ermua.,432,435,5513330,2020-02-15T21:00:00+00:00
AzMqUnABaHdDzgWjv05y,http://www.rtve.es/v/5513250/?t=00h21m25s,"Pero, además, preocupa y mucho la contaminación que desprende por el incendio declarado hace una semana.",1285,1289,5513250,2020-02-15T15:00:00+00:00
CXBxNXABMoo45oY7azoa,http://www.rtve.es/v/5506759/?t=00h19m27s,La vice consejera de medio ambiente ha asegurado que los niveles de contaminación son normales.,1167,1171,5506759,2020-02-09T15:00:00+00:00
JHBxNXABMoo45oY7TTPu,http://www.rtve.es/v/5502527/?t=00h29m35s,"Han anunciado, además, que el próximo plan nacional contra el cáncer contemplará la contaminación como un factor de riesgo.",1775,1779,5502527,2020-02-04T21:00:00+00:00
QHBxNXABMoo45oY7fj9K,http://www.rtve.es/v/5502239/?t=00h28m24s,"La reina Letizia ha presidido un Foro organizado por la Asociación Española Contra el Cáncer en el que los expertos han debatido sobre el impacto social y económico de la enfermedad, El ministro de Sanidad, Salvador Illa, ha anunciado que la Estrategia contra el Cáncer del Sistema Nacional de Salud incluirá como factores de riesgo la contaminación ambiental, la exposición solar y los carcinógenos laborales.",1704,1707,5502239,2020-02-04T15:00:00+00:00
7Pbj2m8BOnfw0yHKquh9,http://www.rtve.es/v/5492138/?t=00h33m28s,"Se mantiene la alerta por contaminación en Murcia capital, Cartagena y Lorca por la entrada de polvo sahariano.",2008,2011,5492138,2020-01-24T21:00:00+00:00
0fbj2m8BOnfw0yHKsumU,http://www.rtve.es/v/5491859/?t=00h05m08s,El transporte público es gratuito hoy en Murcia Hay una contaminación atmosférica de Podemos usar el transporte público. porque está en alerta por contaminación.,308,313,5491859,2020-01-24T15:00:00+00:00
ofbj2m8BOnfw0yHKter7,http://www.rtve.es/v/5491859/?t=00h29m07s,"Empresas como Jara Internacional, una multinacional de la química, los pesticidas, herbicidas y fertilizantes, antes el coco malo de los ecologistas, ya saben que si las acciones de tu empresa no son amigas del clima, y se asocian a contaminación, entonces, vas a tener problemas.",1747,1750,5491859,2020-01-24T15:00:00+00:00
0vbj2m8BOnfw0yHKturz,http://www.rtve.es/v/5491859/?t=00h35m21s,"Venimos sin dormir, practicamente, y a disfrutar de la nieve que está en muy buen estado"" ""Se está bastante bien, nieve en polvo y un día soleado"" Murcia ha decretado hoy la alerta por contaminación en su capital y también en Cartagena, por la entrada de polvo sahariano, una consecuencia indirecta de la borrasca Gloria.",2121,2127,5491859,2020-01-24T15:00:00+00:00
lQwjwW8BCxDtSJLwhTXy,http://www.rtve.es/v/5487348/?t=00h34m45s,La contaminación afectó a los cultivos La contaminación afectó a los cultivos de las riberas de los ríos.,2085,2091,5487348,2020-01-19T15:00:00+00:00
NgzXtm8BCxDtSJLwfC5G,http://www.rtve.es/v/5486725/?t=00h26m48s,"En Italia, la contaminación atmosférica ha hecho saltar todas las alarmas. la polución industrial, el tráfico y la falta de lluvia han saturado el aire que dificulta la actividad diaria.",1608,1612,5486725,2020-01-17T21:00:00+00:00
OAzXtm8BCxDtSJLwfC5S,http://www.rtve.es/v/5486725/?t=00h27m09s,"Sólo en Bosnia, la contaminación mata 5500 personas al año.",1629,1633,5486725,2020-01-17T21:00:00+00:00
OgzXtm8BCxDtSJLwfC5Y,http://www.rtve.es/v/5486725/?t=00h27m36s,"Después de casi un mes de altas presiones sin lluvias ni apenas vientos, la alta contaminación atmosférica afecta a prácticamente todo el país, sobre todo en el industrializado norte y la llanura del río Po, con mala ventilación al estar limitada por cadenas montañosas.",1656,1661,5486725,2020-01-17T21:00:00+00:00
0wzXtm8BCxDtSJLwjC8m,http://www.rtve.es/v/5486409/?t=00h23m29s,"Y además hay otra cara de la moneda, y es que en muchos han caído en forma de tormentas y eso aumenta los temores de inundaciones en las zonas devastadas, la posibilidad de caídas de árboles, incluso de la contaminación del agua de boca.",1409,1412,5486409,2020-01-17T15:00:00+00:00
CwzXtm8BCxDtSJLwjTA6,http://www.rtve.es/v/5486409/?t=00h32m20s,"El envejecimiento es un factor de riesgo para que perdamos cromosoma y también lo es fumar Además, la contaminación puede agravarlo.",1940,1943,5486409,2020-01-17T15:00:00+00:00
sSpip28BwjfvbX7BZfDj,http://www.rtve.es/v/5483715/?t=00h34m04s,La Fiscalía quiere ir más allá de las sanciones para acabar con la contaminación de los coches.,2044,2048,5483715,2020-01-14T15:00:00+00:00
uCpip28BwjfvbX7BZfD8,http://www.rtve.es/v/5483715/?t=00h35m00s,"La Fiscalía quiere atajar el problema de la contaminación en la capital, que recuerda tiene una ""muy negativa incidencia"" en la salud pública, y está dispuesta incluso a hacer uso de los agentes del Seprona, además de los agentes de la Policía, para controlar la circulación de los vehículos mas sucios.",2100,2103,5483715,2020-01-14T15:00:00+00:00
uSpip28BwjfvbX7BZvAB,http://www.rtve.es/v/5483715/?t=00h35m26s,"El Ayuntamiento de Barcelona será la primera administración delestado que dejará de viajar en avión en los trayectos de menos de mil quilómetros si hay un transporte alternativo, como el tren, para reducir la contaminación ambiental.",2126,2128,5483715,2020-01-14T15:00:00+00:00
PAKgjm8BGuNSBNvrbYqf,http://www.rtve.es/v/5480519/?t=00h04m10s,#�NOMBRE?,250,255,5480519,2020-01-09T21:00:00+00:00
PQKgjm8BGuNSBNvrc4uU,http://www.rtve.es/v/5480519/?t=00h35m38s,También destacan que Madrid Central redujo la contaminación durante su año de funcionamiento.,2138,2141,5480519,2020-01-09T21:00:00+00:00
PgKgjm8BGuNSBNvrc4ud,http://www.rtve.es/v/5480519/?t=00h35m45s,"Madrid anochece bajo esa capa de contaminación, hoy por primera vez en el gobierno de Almeida se ha puesto en marcha el protocolo para episodios de altos niveles de dióxido de nitrogeno.",2145,2148,5480519,2020-01-09T21:00:00+00:00
RAKgjm8BGuNSBNvrc4va,http://www.rtve.es/v/5480519/?t=00h36m28s,"No obstante, en 2019 se alcanzaron los niveles más bajos en contaminación de la última década.",2188,2192,5480519,2020-01-09T21:00:00+00:00
SQKgjm8BGuNSBNvrc4vz,http://www.rtve.es/v/5480519/?t=00h36m52s,Se espera que los niveles de contaminación mejoren estos días gracias a que se prevé que el viento arrastre parte de la polución.,2212,2215,5480519,2020-01-09T21:00:00+00:00
UAKgjm8BGuNSBNvrdIsV,http://www.rtve.es/v/5480519/?t=00h37m58s,"Es una ocurrencia más de la señora Colau, que no combate la contaminación y lo que defiende es implantar una manera de pensar, un pensamiento único, el de la señora Colau que no conduce a nada.",2278,2280,5480519,2020-01-09T21:00:00+00:00
DgKgjm8BGuNSBNvrgI1u,http://www.rtve.es/v/5480256/?t=00h38m10s,Esta es la boina de contaminación que cubría esta mañana el cielo de Madrid.,2290,2293,5480256,2020-01-09T15:00:00+00:00
MQKgjm8BGuNSBNvrgY0x,http://www.rtve.es/v/5480256/?t=00h44m13s,"El Ayuntamiento también reclama reducir la contaminación de los cruceros, aunque aún no ha concretado cómo.",2653,2656,5480256,2020-01-09T15:00:00+00:00
MgKgjm8BGuNSBNvrgY02,http://www.rtve.es/v/5480256/?t=00h44m17s,"Según un estudio del puerto, la autoridad portuaria es la reponsable del 7% de la contaminación en la ciudad.",2657,2660,5480256,2020-01-09T15:00:00+00:00
gBh9iG8Baf3yBvVWASON,http://www.rtve.es/v/5479634/?t=00h39m07s,Una medida que ha reabierto el debate sobre la contaminación que causan.,2347,2350,5479634,2020-01-08T21:00:00+00:00
DRh9iG8Baf3yBvVWBSTj,http://www.rtve.es/v/5479384/?t=00h03m08s,El debate sobre la contaminación de las estufas de las terrazas de los bares ha llegado a España después de que en Francia ya las hayan retirado de alguna ciudad.,188,190,5479384,2020-01-08T15:00:00+00:00
Ehh9iG8Baf3yBvVWCiUY,http://www.rtve.es/v/5479384/?t=00h40m01s,"La decisión de una ciudad francesa de prohibir las estufas en las terrazas, ha reabierto el debate sobre la contaminación que generan.",2401,2403,5479384,2020-01-08T15:00:00+00:00
JhhYg28Baf3yBvVWpx2J,http://www.rtve.es/v/5478816/?t=00h42m10s,"Tecnología para hacernos la vida más fácil, como este artilugio que analiza nuestra actividad cerebral y nos ayuda a dormir mejor, o esta mascarilla que purifica el aire y nos permite esquivar la contaminación urbana.",2530,2533,5478816,2020-01-07T21:00:00+00:00
IRiWaW8Baf3yBvVWlBHi,http://www.rtve.es/v/5476433/?t=00h18m55s,Aseguran que no ha negado que la contaminación cueste vidas y que estas declaraciones están sacadas de contexto.,1135,1139,5476433,2020-01-02T21:00:00+00:00
JxiWaW8Baf3yBvVWlBH0,http://www.rtve.es/v/5476433/?t=00h19m18s,#�NOMBRE?,1158,1161,5476433,2020-01-02T21:00:00+00:00
KhiWaW8Baf3yBvVWlBH9,http://www.rtve.es/v/5476433/?t=00h19m37s,#�NOMBRE?,1177,1181,5476433,2020-01-02T21:00:00+00:00
LhiWaW8Baf3yBvVWlREL,http://www.rtve.es/v/5476433/?t=00h20m04s,-La contaminación ambiental produce en España 10.000 muertos cadaaño.,1204,1210,5476433,2020-01-02T21:00:00+00:00
LxiWaW8Baf3yBvVWlREO,http://www.rtve.es/v/5476433/?t=00h20m09s,"-En la UE, la contaminación atmosférica supone 400.000 muertes prematuras.",1209,1212,5476433,2020-01-02T21:00:00+00:00
MBiWaW8Baf3yBvVWlRER,http://www.rtve.es/v/5476433/?t=00h20m14s,Y recuerdan que la contaminación deriva también en enfermedades que merman la calidad de vida.,1214,1218,5476433,2020-01-02T21:00:00+00:00
WRiWaW8Baf3yBvVWfg8U,http://www.rtve.es/v/5476226/?t=00h20m44s,"El Partido Popular ha salido hoy a arropar a la presidenta de la comunidad de Madrid, Díaz Ayuso, que ayer dijo que la contaminación del aire no causa muertes.",1244,1246,5476226,2020-01-02T15:00:00+00:00
WhiWaW8Baf3yBvVWfg8W,http://www.rtve.es/v/5476226/?t=00h21m08s,El PP dice en un comunicado que Ayuso no negó la contaminación.,1268,1273,5476226,2020-01-02T15:00:00+00:00
XBiWaW8Baf3yBvVWfg8e,http://www.rtve.es/v/5476226/?t=00h21m21s,"Hay una relación entre la contaminación de la mala calidad de la Laso de las personas, como es obvio.",1281,1286,5476226,2020-01-02T15:00:00+00:00
YBiWaW8Baf3yBvVWfg8r,http://www.rtve.es/v/5476226/?t=00h21m41s,Médicos y científicos insisten en que la contaminación es un problema de salud pública.,1301,1303,5476226,2020-01-02T15:00:00+00:00
YRiWaW8Baf3yBvVWfg8t,http://www.rtve.es/v/5476226/?t=00h21m46s,"La contaminación ambiental produce en España, tienen muertos cada año.",1306,1309,5476226,2020-01-02T15:00:00+00:00
ZBiWaW8Baf3yBvVWfg82,http://www.rtve.es/v/5476226/?t=00h22m09s,La Organización Mundial de la Salud y la Agencia Europea de Medio Ambiente afirman que la vida de los europeos se acorta entre siete y nueve meses por la contaminación del aire.,1329,1331,5476226,2020-01-02T15:00:00+00:00
ZhiWaW8Baf3yBvVWfg88,http://www.rtve.es/v/5476226/?t=00h22m26s,"El Ayuntamiento dice, Clara Sedano, que ha habido alrededor de un 10 % menos de tráfico comparándolo con el 23 de diciembre, El Ayuntamiento quiere acabar con la contaminación.",1346,1349,5476226,2020-01-02T15:00:00+00:00
cxiWaW8Baf3yBvVWfg9j,http://www.rtve.es/v/5476226/?t=00h23m53s,"Pero hay excepciones: las motocicletas, y los vehículos de personas con movilidad reducida comerciales con autorización, los de apoyo al transporte público sí podrán aparcar en este área, en el interior de la M30; y los residentes también podrán hacerlo en las plazas verdes de sus barrios"" Me parece muy bien porque de contaminación estamos hasta el gorro Cada día más restricciones y lo único son restricciones y pocas soluciones.",1433,1436,5476226,2020-01-02T15:00:00+00:00
7RhwZG8Baf3yBvVWOgsI,http://www.rtve.es/v/5475808/?t=00h13m21s,Con esta medida el ayuntamiento quiere reducir la circulación el objetivo es reducir la contaminación que generan tráfico.,801,810,5475808,2020-01-01T21:00:00+00:00
_xhwZG8Baf3yBvVWOgs8,http://www.rtve.es/v/5475808/?t=00h15m29s,"Precisamente hoy, cuando entra en vigor esta medida, la presidenta de la comunidad, Isabel Díaz Ayuso, ha levantado polémica al asegurar que en Madrid nadie ha muerto por la contaminación y que no hay motivo de alarma -Nadie ha muerto tampoco de esto.",929,933,5475808,2020-01-01T21:00:00+00:00
AxhwZG8Baf3yBvVWOgxH,http://www.rtve.es/v/5475808/?t=00h15m59s,El Csic ha respondido a estas palabras en su cuenta de twitter recordando que un estudio realizado con datos de más de 600 ciudades confirma la relación entre la contaminación y el riesgo de mortalidad.,959,961,5475808,2020-01-01T21:00:00+00:00
YwxtVm8BDEfVO5V5uQM1,http://www.rtve.es/v/5473675/?t=00h50m34s,"Como los aeropuertos están lejos de las ciudades normalmente la mayoría no sufre esos impactos directamente no se dan cuenta de que está contribuyendo al cambio climático y a la contaminación en general.""",3034,3038,5473675,2019-12-27T15:00:00+00:00
awxtVm8BDEfVO5V5uQNY,http://www.rtve.es/v/5473675/?t=00h51m47s,"""No podemos soportar más las emisiones y la contaminación del sector de la aviación, el más contaminante de todos"" La plataforma STAY GROUNDED, QUÉDATE EN TIERRA, formada por más de un centenar de asociaciones de activistas climáticos, cree que la única salida para reducir las emisiones de la aviación es vender menos billetes.",3107,3114,5473675,2019-12-27T15:00:00+00:00
AmeKDm8BPmmmc_Kh5J0l,http://www.rtve.es/v/5466115/?t=00h39m09s,En una noche oscura y despejada podríamos ver unas 150 a la hora pero esta noche dado esa contaminación lumínica natural podremos ver unas 20.,2349,2354,5466115,2019-12-14T15:00:00+00:00
sWeKDm8BPmmmc_Kh-qAF,http://www.rtve.es/v/5465855/?t=00h33m16s,Los aspectos más técnicos La Cumbre del Clima se inauguró con dos fines: seguramente queden para la Copa 26 La Cumbre del Clima se inauguró con dos fines: comprometerse a reducir la contaminación a marchas forzadas.,1996,2000,5465855,2019-12-13T21:00:00+00:00
SWeKDm8BPmmmc_Khq5Z7,http://www.rtve.es/v/5465019/?t=00h36m04s,"La Fiscalía de Delitos Medioambientales ha decidido abrir diligencias para investigar la contaminación medioambiental que ha podido provocar ese incendio de Montornès del Vallès Y es que esta mañana han aparecido muertos gran parte de los peces de este río cercano, del Besòs, a la altura de Montornès, porque hasta aquí ha llegado el agua que se utilizó ayer para extinguir ese incendio.",2164,2168,5465019,2019-12-12T21:00:00+00:00
fGf9824BPmmmc_KhVI30,http://www.rtve.es/v/5463408/?t=00h31m49s,"Para absorber esa contaminación, les proponemos pintura con esporas de musgo.",1909,1912,5463408,2019-12-10T21:00:00+00:00
KWf9824BPmmmc_KheI93,http://www.rtve.es/v/5463148/?t=00h31m44s,Además también alertan de que esta relación tan directa entre desigualdad económica y contaminación es notable incluso entre ciudadanos de un mismo país.,1904,1908,5463148,2019-12-10T15:00:00+00:00
4Wf9824BPmmmc_KhnpCM,http://www.rtve.es/v/5462476/?t=00h27m51s,"Menos contaminación, pero mismo resultado se obtiene también de esta otra planta, donde medio millón de parábolas generan electricidad termosolar.",1671,1675,5462476,2019-12-09T21:00:00+00:00
9rRO7m4Bl1lLyrCzRuBF,http://www.rtve.es/v/5462302/?t=00h17m19s,Por ejemplo reducir la contaminación acústica de la clase reciclando pelotas de tenis.,1039,1043,5462302,2019-12-09T15:00:00+00:00
DLRO7m4Bl1lLyrCzRuG0,http://www.rtve.es/v/5462302/?t=00h20m14s,El ayuntamiento de Barcelona ha pedido a la Dirección Generalde Tráfico que se puedan retirar puntos del carnet de conducir cuando no se respeten las restricciones por contaminación.,1214,1216,5462302,2019-12-09T15:00:00+00:00
zbRO7m4Bl1lLyrCzCdok,http://www.rtve.es/v/5461880/?t=00h06m42s,"Esperamos yo como ciudadana, que los líderes mundiales, En tu mensaje se incide, sobre todo, lleguen a un acuerdo global, en los efectos que el cambio climático, que tenga a las niñas las necesidades específicas, la contaminación, la explotación de recursos. contra el cambio climático. tienen en los niños y las niñas.",402,404,5461880,2019-12-08T21:00:00+00:00
KLRO7m4Bl1lLyrCzEtzV,http://www.rtve.es/v/5461880/?t=00h50m03s,Y uno de los mayores problemas es la contaminación urbana.,3003,3007,5461880,2019-12-08T21:00:00+00:00
PrRO7m4Bl1lLyrCzNN4d,http://www.rtve.es/v/5461736/?t=00h24m47s,Denuncian la contaminación de los océanos y las consecuencias para las especies marinas.,1487,1491,5461736,2019-12-08T15:00:00+00:00
r7RO7m4Bl1lLyrCzU-Ki,http://www.rtve.es/v/5461555/?t=00h16m00s,Era la respuesta de la laguna de agua salada más importante de Europa a décadas de maltrato y de contaminación y vertidos a sus aguas.,960,965,5461555,2019-12-07T21:00:00+00:00
oLRO7m4Bl1lLyrCzINyd,http://www.rtve.es/v/5461465/?t=00h17m03s,"Se produce por el cambio climático y por los residuos que lanzamos al mar la contaminación, residuos de minería de agricultura intensiva de los pesticidas, y los abonos de la ganadería intensiva.",1023,1028,5461465,2019-12-07T15:00:00+00:00
qbRO7m4Bl1lLyrCzINzB,http://www.rtve.es/v/5461465/?t=00h18m44s,"La contaminación atmosférica especialmente en las ciudades, donde se concentran varias fuentes de emisiones, sobre todo la difusa que tiene que ver con el tráfico, y digamos, que es hora de que intentemos sacar los coches de la ciudad y la devolvamos a la personas pero sobre todo ser conscientes que la especie humana somos una especie más sobre el planeta, aunque tengamos más mecanismos de defensa y capacidades de adaptación que otras especies pero que tenemos las mismas amenazas Y cientos de personas en bicicleta se han manifestado hoy por las calles del centro de Madrid para denunciar las restricciones que según ellos sufren en la circulación por las ciudades.",1124,1128,5461465,2019-12-07T15:00:00+00:00
ybRN7m4Bl1lLyrCz99nk,http://www.rtve.es/v/5461202/?t=00h31m30s,"Y en cualquier caso, más transporte público significa menos coches en las calles, menos atascos y menos contaminación.",1890,1894,5461202,2019-12-06T21:00:00+00:00
fbRO7m4Bl1lLyrCzOt_m,http://www.rtve.es/v/5461083/?t=00h20m19s,"Con esos datos de muertes prematuras por la contaminación, nos queremos fijar en las alternativas a los vehículos que necesitan combustibles fósiles.",1219,1223,5461083,2019-12-06T15:00:00+00:00
grRO7m4Bl1lLyrCzOt_3,http://www.rtve.es/v/5461083/?t=00h20m51s,"Y en cualquier caso, más transporte público significa menos coches en las calles, menos atascos y menos contaminación.",1251,1254,5461083,2019-12-06T15:00:00+00:00
