id,link,content,start_time,end_time,programme_id,programme_date
ECH_-W0BCKkHyZ2vy6HD,http://rtve.es/v/4866839?t=00h20m12s,Lo que coincide con los objetivos que se ha marcado el ayuntamiento con el fin de reducir la contaminación y cumplir con la normativa europea.,1212,1218,4866839,2018-11-30T21:00:00+00:00
Qyge-m0BCKkHyZ2vQX_L,http://rtve.es/v/4866521?t=00h00m23s,El objetivo del ayuntamiento es reducir un 40 % la contaminación.,23,27,4866521,2018-11-30T15:00:00+00:00
bCge-m0BCKkHyZ2vQn9I,http://rtve.es/v/4866521?t=00h05m12s,"Con estas restricciones, el Ayuntamiento calcula que se reducirá la contaminación en un 40 por ciento.",312,316,4866521,2018-11-30T15:00:00+00:00
fige-m0BCKkHyZ2vQn97,http://rtve.es/v/4866521?t=00h07m44s,"Con Madrid Central, el ayuntamiento quiere colocar a la capital española a la vanguardia de la lucha contra la contaminación.",464,466,4866521,2018-11-30T15:00:00+00:00
hige-m0BCKkHyZ2vQn-T,http://rtve.es/v/4866521?t=00h08m53s,"Los coches eléctricos y los híbridos están exentos de pagar estepeaje, en un esfuerzo por favorecer el transporte limpio en una ciudad que cuenta cada vez con más altos índices de contaminación.",533,536,4866521,2018-11-30T15:00:00+00:00
fCMH-m0BCKkHyZ2vByM5,http://rtve.es/v/4865185?t=00h27m05s,"El ayuntamiento considera, que la entrada en vigor, va a suponer la reducción de la contaminación.",1625,1628,4865185,2018-11-29T21:00:00+00:00
fiMH-m0BCKkHyZ2vByNC,http://rtve.es/v/4865185?t=00h27m18s,"Con ello, el Ayuntamiento de Madrid persigue cumplir con las exigencias medioambientales de Bruselas, limitando la contaminación.",1638,1641,4865185,2018-11-29T21:00:00+00:00
iyMH-m0BCKkHyZ2vByNs,http://rtve.es/v/4865185?t=00h28m40s,Lo cierto es que el tiempo es uno de los elementos que más influyen en los niveles de contaminación.,1720,1725,4865185,2018-11-29T21:00:00+00:00
KCgg-m0BCKkHyZ2vLP_4,http://rtve.es/v/4863488?t=00h02m35s,La contaminación que produce el carbón en Europa esta suponiendo unos costes sanitarios de 22.000 millones euros.,155,159,4863488,2018-11-28T21:00:00+00:00
Lykg-m0BCKkHyZ2vLwDs,http://rtve.es/v/4863488?t=00h35m55s,Con un transporte limpio y sostenible dice la comisión que se podrían reducir un 40% las muertes prematuras por enfermedades asociadas a la contaminación.,2155,2159,4863488,2018-11-28T21:00:00+00:00
MSkg-m0BCKkHyZ2vLwDy,http://rtve.es/v/4863488?t=00h36m13s,"Enfermedades respiratorias, circulatorias, diabetes, partos prematuros"" ""La contaminación que produce el carbón en Europa está suponiendo unos costes sanitarios de 22.000 millones de euros"" Además dice la comisión que si elimina la factura del petroleo Europa dispondría de 2 a 3 billones de euros para afrontar el cambio de modelo energético Y hoy hemos conocido la que sería la primera muerte por atropello con un patinete eléctrico en España.",2173,2178,4863488,2018-11-28T21:00:00+00:00
PSD7-W0BCKkHyZ2vqc22,http://rtve.es/v/4854893?t=00h37m14s,"9 millones de led, una fiesta de color No sólo por el gasto energético sino por la contaminación lumínica. ideada por los diseñadores que trabajan en ciudades como Nueva York o Bruselas.",2234,2236,4854893,2018-11-23T15:00:00+00:00
QSD7-W0BCKkHyZ2vqc3G,http://rtve.es/v/4854893?t=00h37m31s,"-Es un despilfarro económico, tanto de adquisición de ese material como la propia iluminación, es un despilfarro energético y tiene un efecto ambiental muy grande que es la contaminación lumínica.",2251,2254,4854893,2018-11-23T15:00:00+00:00
9yQN-m0BCKkHyZ2vN3_R,http://rtve.es/v/4852883?t=01h00m23s,Todos los días escuchamos noticias sobre la contaminación por plasticos el vertido de hidrocarburos...,3623,3628,4852883,2018-11-22T15:00:00+00:00
ZiID-m0BCKkHyZ2veXJt,http://rtve.es/v/4838702?t=00h18m13s,Pretende crear un sistema eléctrico cien por cien renovable en 2050. y ahora es la industria la que está presionando a Trump para que luche contra la contaminación.,1093,1097,4838702,2018-11-13T21:00:00+00:00
UiD7-W0BCKkHyZ2vjcae,http://rtve.es/v/4838358?t=00h03m05s,Investigan a 72 personas por delitos relacionados con la contaminación del mar como esta salida directa de aguas fecales.,185,188,4838358,2018-11-13T15:00:00+00:00
ZSD7-W0BCKkHyZ2vjcbX,http://rtve.es/v/4838358?t=00h05m18s,Dice el gobierno que se suma al resto de países europeos que han tomado iniciativas similares para terminar con la contaminación atmosférica.,318,322,4838358,2018-11-13T15:00:00+00:00
ZiD7-W0BCKkHyZ2vjcbZ,http://rtve.es/v/4838358?t=00h05m29s,La contaminación parece ser que está detrás de la muerte prematura al año en nuestro país de 30.000 personas.,329,334,4838358,2018-11-13T15:00:00+00:00
biD7-W0BCKkHyZ2vjcbv,http://rtve.es/v/4838358?t=00h06m04s,"Para facilitar el cambio, las gasolineras tendrían que ir incorporando puntos de recarga, Hay más medidas próximas: Dentro de cinco años, en 2023 todas las ciudades de más de 50.000 habitantes tendrían una zona de bajas emisiones, donde se restrinja el tráfico en momentos de contaminación.",364,367,4838358,2018-11-13T15:00:00+00:00
fSD7-W0BCKkHyZ2vjsYY,http://rtve.es/v/4838358?t=00h07m58s,Vamos a hacer un repaso por otros paises europeos para ver si han tomado medidas similares a las anunciadas en España para reducir la contaminación.,478,481,4838358,2018-11-13T15:00:00+00:00
iCD7-W0BCKkHyZ2vjsY7,http://rtve.es/v/4838358?t=00h09m27s,"El anuncio lo hizo el ministro de Medio Ambiente, del Gobierno conservador, que en los últimos años ha estado bajo presión para adoptar medidas que reduzcan la contaminación después de haber perdido varios pleitos con organizaciones ecologistas.",567,571,4838358,2018-11-13T15:00:00+00:00
QSD7-W0BCKkHyZ2vkMeg,http://rtve.es/v/4838358?t=00h35m08s,La urea civil investiga 72 personas físicas y jurídicas por diferentes delitos relacionados con la contaminación de aguas marinas.,2108,2113,4838358,2018-11-13T15:00:00+00:00
RCD7-W0BCKkHyZ2vkMep,http://rtve.es/v/4838358?t=00h35m32s,Aguas fecales que van a parar directamente al mar. Imágenes impactantes en la primera macroredada internacional contra la contaminación marina.,2132,2135,4838358,2018-11-13T15:00:00+00:00
AyYT-m0BCKkHyZ2vzw69,http://rtve.es/v/4836945?t=00h31m55s,CRYOSAVE por su parte asegura que los casos de contaminación son menos del 1% y que los reembolsos a las familias no se han realizado debido a fallos informáticos.,1915,1919,4836945,2018-11-12T21:00:00+00:00
ESca-m0BCKkHyZ2vWY78,http://rtve.es/v/4831184?t=00h38m18s,"La ONU insiste, más del 80% de las aguas residuales de las actividades humanas acaban, sin ningún tratamiento, en los ríos o el mar lo que provoca su contaminación.",2298,2301,4831184,2018-11-08T15:00:00+00:00
Fyca-m0BCKkHyZ2vWo4O,http://rtve.es/v/4831184?t=00h39m09s,"""Pero para National Geographic aún hay conquistas pendientes: ""Pero para National Geographic aún hay conquistas pendientes: el mundo submarino y los peligros de su contaminación, el enorme reto del espacio exterior e incluso, está dando entrada a otros asuntos de carácter social.",2349,2354,4831184,2018-11-08T15:00:00+00:00
fCYT-m0BCKkHyZ2v8Bjg,http://rtve.es/v/4828001?t=00h36m06s,En Barcelona el año pasado murieron en Barcelona más de 350 personas por causas relacionadas con la contaminación atmosférica.,2166,2168,4828001,2018-11-06T15:00:00+00:00
fiYT-m0BCKkHyZ2v8Bjl,http://rtve.es/v/4828001?t=00h36m11s,Por la noche el 70% de la población está expuesta a niveles de contaminación acústica superiores a los recomendados.,2171,2174,4828001,2018-11-06T15:00:00+00:00
fyYT-m0BCKkHyZ2v8Bjq,http://rtve.es/v/4828001?t=00h36m20s,Una vez más los datos del informe de salud de Barcelona indican que la contaminación es uno de los principales problemas de la ciudad y no disminuye.,2180,2183,4828001,2018-11-06T15:00:00+00:00
hCYT-m0BCKkHyZ2v8Bj3,http://rtve.es/v/4828001?t=00h36m50s,El informe indica también que la mortalidad atribuible a la contaminación atmosférica aumenta.,2210,2214,4828001,2018-11-06T15:00:00+00:00
hiYT-m0BCKkHyZ2v8Bj8,http://rtve.es/v/4828001?t=00h36m58s,"En relacióna la contaminación acústica, más de la mitad de la población está expuesta a ella, con niveles que alcanzan el 70 % de la población.",2218,2223,4828001,2018-11-06T15:00:00+00:00
iCYT-m0BCKkHyZ2v8RgB,http://rtve.es/v/4828001?t=00h37m11s,"Por último recordar que a partir del 1 de diciembre y en caso de episodios de contaminación, empezarán las restricciones de circulación en la ciudad.",2231,2234,4828001,2018-11-06T15:00:00+00:00
cigf-m0BCKkHyZ2vaMsJ,http://rtve.es/v/4818218?t=00h33m02s,"En pleno debate sobre los modelos de movilidad de ciudades como Madrid o Barcelona, la patronal de las constructoras ha propuesto una nueva medida para reducir los atascos y la contaminación: instalar peajes en algunos de los accesos a los grandes centros urbanos.",1982,1985,4818218,2018-10-30T21:00:00+00:00
RCIB-m0BCKkHyZ2vkAlK,http://rtve.es/v/4817892?t=00h01m31s,Los constructores proponen poner peajes en algunas vías de acceso a ciudades como Madrid y Barcelona para reducir la contaminación y los atascos.,91,94,4817892,2018-10-30T15:00:00+00:00
ACH9-W0BCKkHyZ2vMScV,http://rtve.es/v/4809512?t=00h40m15s,Es una de las medidas que ha aprobado hoy la Eurocámara para reducir la contaminación en los océanos donde este material se acumula y es ingerido por la fauna marina.,2415,2419,4809512,2018-10-24T21:00:00+00:00
_SQO-m0BCKkHyZ2vrdud,http://rtve.es/v/4792423?t=00h13m03s,"Gracias a eso, cualquier persona podrá consultar los datos sobre la contaminación atmosférica de una determinada localidad.",783,787,4792423,2018-10-15T15:00:00+00:00
2Sca-m0BCKkHyZ2vE3vD,http://rtve.es/v/4782823?t=00h02m30s,"Dependiendo del nivel contaminante de cada vehículo, y en función del nivel de contaminación en la ciudad, habrá prohibiciones para circular y aparcar en el centro y otras zonas.",150,153,4782823,2018-10-08T21:00:00+00:00
7Cca-m0BCKkHyZ2vG3x7,http://rtve.es/v/4782823?t=00h36m37s,Estas islas del Pacífico tampoco existen se las ha tragado el mar. Sus habitantes se han convertido en refugiados climáticos. 150 millones de personas han muerto por contaminación.,2197,2201,4782823,2018-10-08T21:00:00+00:00
Uigf-m0BCKkHyZ2vuNvu,http://rtve.es/v/4781143?t=00h02m06s,"Cuando se active, afectará a coches y motocicletas y se calcula que en los escenarios de mayor contaminación, hasta cuatro millones de vehículos NO podrán circular por la capital.",126,129,4781143,2018-10-07T20:59:00+00:00
1igf-m0BCKkHyZ2vutuo,http://rtve.es/v/4781143?t=00h18m04s,"Llevamos 14 años y tenemos una vía única, sin electrificar, Mañana entra en vigor el nuevo protocolo contra la contaminación.",1084,1090,4781143,2018-10-07T20:59:00+00:00
2Sgf-m0BCKkHyZ2vutux,http://rtve.es/v/4781143?t=00h18m45s,De hecho hoy en Madrid no se han superado los límites de contaminación.,1125,1129,4781143,2018-10-07T20:59:00+00:00
4Sgf-m0BCKkHyZ2vutvQ,http://rtve.es/v/4781143?t=00h19m39s,"Los vehículos de gasolina y diesel llevan una de estas dos etiquetas, la letra C indica un nivel de contaminación menor podrá llevarla si su coche es de gasolina matriculadoa partir de 2006 o si es diesel y matriculado a partir de 2014.",1179,1184,4781143,2018-10-07T20:59:00+00:00
FCMJ-m0BCKkHyZ2v5MAM,http://rtve.es/v/4777599?t=00h36m53s,"Porque con esta etiqueta ECO de la DGT, los coches de Autogás pueden circular con restricciones de tráfico por contaminación.",2213,2217,4777599,2018-10-05T21:00:00+00:00
8SUR-m0BCKkHyZ2vLWqS,http://rtve.es/v/4774878?t=00h31m46s,Ya conocíamos que había contaminación en 5 casos.,1906,1910,4774878,2018-10-04T21:00:00+00:00
6iIG-m0BCKkHyZ2vM_-k,http://rtve.es/v/4774226?t=00h37m44s,La contaminación del aire aumentó ligeramente en 2017.,2264,2268,4774226,2018-10-04T15:00:00+00:00
7iIG-m0BCKkHyZ2vM_-1,http://rtve.es/v/4774226?t=00h38m06s,A principios de este 2018 la Unión Europea instó al gobierno a que pusiera en marcha protocolos contra la contaminación.,2286,2288,4774226,2018-10-04T15:00:00+00:00
AyUQ-m0BCKkHyZ2vbj0X,http://rtve.es/v/4769163?t=00h41m44s,Las islas Canarias fueron pioneras en promover la ley del cielo. la que hoy tienen muchos países -A nivel científico significa que la contaminación lumínica o la contaminación radioeléctrica se tiene que preservar no tienen que estar los cielos contaminados por esas interferencias.,2504,2508,4769163,2018-10-02T15:00:00+00:00
eCEB-m0BCKkHyZ2vGfTp,http://rtve.es/v/4755340?t=00h39m55s,A veces la contaminación se ve a simple vista pero medir las emisiones de CO2 o de metano en tiempo real hasta ahora era muy caro.,2395,2397,4755340,2018-09-26T15:00:00+00:00
ryUQ-m0BCKkHyZ2vlUjj,http://rtve.es/v/4749781?t=00h15m55s,Y para paliar la contaminación acústica es habitual encontrar en las carreteras pantallas como esta.,955,958,4749781,2018-09-22T20:59:00+00:00
Lige-m0BCKkHyZ2v76nw,http://rtve.es/v/4749548?t=00h02m49s,Es junto a la contaminación ambiental y acústica uno de los grandes problemas del excesivo tráfico en ciudades.,169,173,4749548,2018-09-22T15:00:00+00:00
7Cge-m0BCKkHyZ2v8qn9,http://rtve.es/v/4749548?t=00h26m59s,"Y es que el excesivo tráfico produce entre otros tres grandes problemas: contaminación ambiental, acústica y aumento incesante del número de atropellos Los accidentes en zonas urbanas se ha multiplicado por 10 en la última década.",1619,1624,4749548,2018-09-22T15:00:00+00:00
8ige-m0BCKkHyZ2v86kS,http://rtve.es/v/4749548?t=00h28m03s,Diversos estudios afirman que la contaminación en las ciudades tienen incidencia directa en la aparición del asma infantil.,1683,1687,4749548,2018-09-22T15:00:00+00:00
8yge-m0BCKkHyZ2v86kV,http://rtve.es/v/4749548?t=00h28m11s,"El tráfico rodado es la fuente principal de contaminación acústica, siendo España uno de los países desarrollados más ruidosos, según la Organización Mundial de la Salud.",1691,1694,4749548,2018-09-22T15:00:00+00:00
#�NOMBRE?,http://rtve.es/v/4749548?t=00h29m10s,No son obligatorios pero van a ser necesarios sobre todo en las grandes ciudades con haya restricciones Los vehículos menos contaminantes por el alto nivel de contaminación. llevan uno de estos dos distintivos ambientales.,1750,1753,4749548,2018-09-22T15:00:00+00:00
_ige-m0BCKkHyZ2v86lF,http://rtve.es/v/4749548?t=00h29m40s,Los vehículos de gasolina y diesel llevan una de estas dos etiquetas: La letra C indica un nivel de contaminación menor podrá llevarla si su coche es de gasolina y matriculado a partir de 2006 o si es diesel y matriculado a partir de 2014.,1780,1784,4749548,2018-09-22T15:00:00+00:00
ySMJ-m0BCKkHyZ2vJJXy,http://rtve.es/v/4747439?t=00h23m05s,Confía en que el impuesto no tenga una repercusión importante y sea una ayuda para reducir la contaminación.,1385,1389,4747439,2018-09-20T21:00:00+00:00
OiMJ-m0BCKkHyZ2vJpZO,http://rtve.es/v/4747439?t=00h36m49s,#�NOMBRE?,2209,2213,4747439,2018-09-20T21:00:00+00:00
iicY-m0BCKkHyZ2vnjOp,http://rtve.es/v/4742320?t=00h35m15s,"Dice el sindicato que también mejoraría la conciliación, y que se reducirían los accidentes y la contaminación en los viajes al trabajo.",2115,2118,4742320,2018-09-17T21:00:00+00:00
GCUQ-m0BCKkHyZ2vf0LP,http://rtve.es/v/4740739?t=00h28m16s,"Una manera de concienciar sobre la excesiva contaminación del mar. Navega igual que un bote tradicional por la costa oriental de África, pero de cerca los colores de su casco llaman la atención.",1696,1700,4740739,2018-09-16T21:00:00+00:00
GyUQ-m0BCKkHyZ2vf0LY,http://rtve.es/v/4740739?t=00h28m45s,"Es realmente un gran problema la contaminación y necesitábamos encontrar una solución dice este armador local Todo se ha hecho en Kenia, apoyado por el gobierno.",1725,1729,4740739,2018-09-16T21:00:00+00:00
OSEA-m0BCKkHyZ2vnNMj,http://rtve.es/v/4738498?t=00h35m56s,Hay riesgo de contaminación.,2156,2159,4738498,2018-09-14T21:00:00+00:00
3CIC-m0BCKkHyZ2vSzTW,http://rtve.es/v/4729979?t=00h24m54s,Es el principal problema de contaminación de los océanos y tarda siglos en desaparecer.,1494,1498,4729979,2018-09-09T15:00:00+00:00
DCUT-m0BCKkHyZ2vS_Rx,http://rtve.es/v/4728982?t=00h19m29s,"Decenas de manifestantes entraron y le prendieron fuego este viernes, durante las protestas que se repiten desde hace 5 días por la falta de servicios básicos y la contaminación del agua.",1169,1173,4728982,2018-09-08T15:00:00+00:00
HyQN-m0BCKkHyZ2vwaJe,http://rtve.es/v/4723194?t=00h43m20s,"Piden equipararse a las bicicletas, es decir, moverse libremente, porque dicen que son vehículos ecológicos que pueden ayudar a reducir la contaminación y el tráfico entre otras cosas.",2600,2604,4723194,2018-09-04T15:00:00+00:00
VyMH-m0BCKkHyZ2v2U9m,http://rtve.es/v/4719086?t=00h26m56s,La nueva homologación iba a provocar que muchos coches pagaran más de impuesto de matriculación porque los datos de contaminación serán más reales.,1616,1620,4719086,2018-09-01T15:00:00+00:00
FSMI-m0BCKkHyZ2vMmbH,http://rtve.es/v/4718158?t=00h37m49s,Como las pruebas son más realistas es de esperar que los valores de contaminación y consumo de un mismo coche sean más altos que con el anterior sistema.,2269,2273,4718158,2018-08-31T21:00:00+00:00
6iUT-m0BCKkHyZ2vEuJQ,http://rtve.es/v/4701978?t=00h34m33s,"El escándalo de los coches de la marca Woltswagen, donde había un software que alteraba los resultados de la medición de contaminación, hizo que la Unión Europea tomara las cartas en el asunto.",2073,2075,4701978,2018-08-21T21:00:00+00:00
ECEA-m0BCKkHyZ2vF7UQ,http://rtve.es/v/4700918?t=00h32m52s,Ya alertaba de los riesgos de deterioro por la contaminación y el aire marino.,1972,1975,4700918,2018-08-20T21:00:00+00:00
WSEA-m0BCKkHyZ2vGLU8,http://rtve.es/v/4700918?t=00h40m55s,"Las lluvias de la semana pasada arrastraron restos de aguas fecales al mar, lo que provocó su contaminación.",2455,2457,4700918,2018-08-20T21:00:00+00:00
XCEA-m0BCKkHyZ2vGLVE,http://rtve.es/v/4700918?t=00h41m18s,"Pero desde el ayuntamiento de Benicàssim donde se ha prohibido el baño en 4 playas, se quejan de que esa información no les llegó correctamente, por lo que el sábado y a pesar de que ya se había detectado la contaminación de las aguas, no izaron la bandera roja.",2478,2481,4700918,2018-08-20T21:00:00+00:00
8iID-m0BCKkHyZ2vz4sP,http://rtve.es/v/4699800?t=00h20m48s,"Una de las formas más habituales de contaminación es que un niño infectado contagie a la persona que la cuida, normalmente las madres, que a su vez la pasan a otros familiares.",1248,1252,4699800,2018-08-19T15:00:00+00:00
NCQM-m0BCKkHyZ2v8XNG,http://rtve.es/v/4698998?t=00h23m38s,"Después de haber activado el nivel 1 de emergencia, expertos del plan especial por contaminación marina, han decidido mantener cerradas las playas de los municipios de Arafo, Güímar y Candelaria.",1418,1421,4698998,2018-08-18T21:00:00+00:00
NSQM-m0BCKkHyZ2v8XNK,http://rtve.es/v/4698998?t=00h23m46s,Descartan también la contaminación en el mar tras el cierre de cuatro playas.,1426,1430,4698998,2018-08-18T21:00:00+00:00
TiUS-m0BCKkHyZ2vSrIQ,http://rtve.es/v/4693459?t=00h44m39s,"La contaminación natural lumínica no la vamos a tener, porque no tenemos luna y entonces eso va a hacer que en lugares oscuros como extremadura las estrellas fugaces más débiles, las perseidas más débiles las podamos ver El Instituto de Astrofísica de Canarias retransmitirá en directo desde el observatorio del Teide y desde el Anillo de Cáceres el espectáculo visible solo desde el hemisferio norte.",2679,2685,4693459,2018-08-12T21:00:00+00:00
BSgc-m0BCKkHyZ2vYhbx,http://rtve.es/v/4692220?t=00h45m15s,"Los expertos recomiendan escoger un lugar oscuro y tranquilo, y alejados de contaminación lumínica, para ver las máximas posibles.",2715,2719,4692220,2018-08-10T21:00:00+00:00
8yQM-m0BCKkHyZ2vVUyY,http://rtve.es/v/4692037?t=00h48m13s,"Entre las 2 y las 3 de la madrugada, en un lugar oscuro y tranquilo, alejado de la contaminación lumínica de las ciudades, podrán verse dos o tres por minuto, si tenemos los ojos bien abiertos Ni telescopios ni prismáticos ni nada, porque son fenómenos que tienen lugar en una zona amplia de cielo dirigir la mirada hacia la parte más alta del cielo mirando como hacia el norte.",2893,2897,4692037,2018-08-10T15:00:00+00:00
Lykg-m0BCKkHyZ2vhxGS,http://rtve.es/v/4681408?t=00h16m27s,"Creen los jueces que los niveles de contaminación acústica, se ha reducido lo suficiente.",987,991,4681408,2018-08-01T15:00:00+00:00
SSQN-m0BCKkHyZ2veY7B,http://rtve.es/v/4678033?t=00h30m40s,"Hablar de diesel suena, estos días, a restricciones crecientes. y a contaminación .",1840,1843,4678033,2018-07-29T21:00:00+00:00
TiQN-m0BCKkHyZ2veY7c,http://rtve.es/v/4678033?t=00h31m03s,Dicen que son ellos los auténticos responsables de la contaminación urbana.,1863,1866,4678033,2018-07-29T21:00:00+00:00
mCcZ-m0BCKkHyZ2vc1fZ,http://rtve.es/v/4676687?t=00h37m22s,"Sin apenas contaminación lumínica, esperamos esta oportunidad única, de disfrutar de un eclipse total.",2242,2246,4676687,2018-07-27T21:00:00+00:00
pCcZ-m0BCKkHyZ2vdFe8,http://rtve.es/v/4676687?t=00h38m54s,"Lo mejor es elegir un sitio con poca contaminación lumínica, pero si uno no se puede escapar al campo lo puede ver en directo también en Internet.",2334,2337,4676687,2018-07-27T21:00:00+00:00
#�NOMBRE?,http://rtve.es/v/4676390?t=00h46m08s,El mejor lugar: un sitio con poca contaminación lumínica.,2768,2772,4676390,2018-07-27T15:00:00+00:00
qyID-m0BCKkHyZ2vTWo4,http://rtve.es/v/4668418?t=00h47m09s,"Ver cómo evoluciona un incendio, el tráfico marítimo, la contaminación o como potenciador de los servicios de telecomunicación sus misiones son múltiples.",2829,2833,4668418,2018-07-18T21:00:00+00:00
ISgf-m0BCKkHyZ2votXj,http://rtve.es/v/4668240?t=00h44m09s,"Desde la evolución de un incendio, la vigilancia marítima o manchas de contaminación o como potenciador de los servicios de telecomunicación.",2649,2653,4668240,2018-07-18T15:00:00+00:00
2Sge-m0BCKkHyZ2vyZ6e,http://rtve.es/v/4658819?t=00h27m33s,También rechaza que exista contaminación por el seguimiento mediático del caso.,1653,1656,4658819,2018-07-09T21:00:00+00:00
wSH--W0BCKkHyZ2vRFGH,http://rtve.es/v/4631322?t=00h40m52s,Lo que hacemos es una vigilancia extrema sobre la playa La playa de Gijón no tiene ningún problema de contaminación ni sanitario con los datos técnicos que tenemos encima de la mesa.,2452,2461,4631322,2018-06-11T21:00:00+00:00
ziMG-m0BCKkHyZ2vkxbu,http://rtve.es/v/4627398?t=01h05m54s,#�NOMBRE?,3954,3958,4627398,2018-06-07T21:00:00+00:00
DiMG-m0BCKkHyZ2vWglw,http://rtve.es/v/4612584?t=00h44m05s,"Una decisión que afecta a todos los que se mueven por el centro de la capital y que se adopta, según el Ayuntamiento, para reducir la contaminación en la ciudad.",2645,2648,4612584,2018-05-24T15:00:00+00:00
EiMG-m0BCKkHyZ2vWgl8,http://rtve.es/v/4612584?t=00h44m24s,"Menos contaminación, menos coches, -Mejor transporte público, bicicleta y caminar.",2664,2667,4612584,2018-05-24T15:00:00+00:00
GSMG-m0BCKkHyZ2vWgmQ,http://rtve.es/v/4612584?t=00h44m45s,Reducir el tráfico significa reducir la contaminación -En los momentos esos que se ha cerrado al tráfico Gran Vía.,2685,2689,4612584,2018-05-24T15:00:00+00:00
HSMG-m0BCKkHyZ2vWgmf,http://rtve.es/v/4612584?t=00h45m12s,"En París en los episodios de contaminación solo circulan por el centro matrículas par o impar Y en Londres entrar en coche al centro supone un gasto de 13 euros, cada día.",2712,2715,4612584,2018-05-24T15:00:00+00:00
oSD7-W0BCKkHyZ2vRrHc,http://rtve.es/v/4611562?t=00h41m10s,Pretenden así disminuir el ruido de contaminación atmosférica.,2470,2475,4611562,2018-05-23T20:59:00+00:00
tigc-m0BCKkHyZ2v4TAx,http://rtve.es/v/4609222?t=00h01m50s,"Alguno de estos ríos de lava han cruzado la autopista 137 y han llegado hasta el océano Pacífico provocando una nueva amenaza, la contaminación con ácido clorídico.",110,116,4609222,2018-05-21T21:00:00+00:00
Oygc-m0BCKkHyZ2v4zF_,http://rtve.es/v/4609222?t=00h20m49s,"Mientras hacemos la entrevista, unos oficiales siguen midiendo la contaminación del aire y, de repente... un rugido hace saltar las alarmas.",1249,1252,4609222,2018-05-21T21:00:00+00:00
ryD7-W0BCKkHyZ2vfcGR,http://rtve.es/v/4608923?t=00h25m43s,Mientras hacemos esta entrevista unos oficiales siguen midiendo la contaminación del aire y de repente...,1543,1545,4608923,2018-05-21T15:00:00+00:00
lyMH-m0BCKkHyZ2vzk38,http://rtve.es/v/4608179?t=00h24m37s,"""El edificio no cumple con las regulaciones internacionales, explica el director del centro sanitario, pero lo hemos reorganizado para asegurarnos de que no haya contaminación"".",1477,1479,4608179,2018-05-20T21:00:00+00:00
QiQM-m0BCKkHyZ2vXU46,http://rtve.es/v/4604940?t=00h29m00s,Bruselas no va a demandar a España por exceder los límites de contaminación del aire.,1740,1743,4604940,2018-05-17T21:00:00+00:00
Kyca-m0BCKkHyZ2vD3u7,http://rtve.es/v/4604715?t=00h43m15s,"La Comisión había advertido a España y otros 8 países, con toma medidas por superar los límites de contaminación.",2595,2599,4604715,2018-05-17T15:00:00+00:00
zyH9-W0BCKkHyZ2vICKx,http://rtve.es/v/4602566?t=00h35m44s,En la primera inmersión los biólogos han podido ver especies en reproducción y comprobar también la grave contaminación delagua por tirar toallitas al water.,2144,2148,4602566,2018-05-15T21:00:00+00:00
0iH9-W0BCKkHyZ2vICK7,http://rtve.es/v/4602566?t=00h36m06s,"Concluyen que el estado del mar está en regresión a causa de la sobrepesca, la contaminación y el aumento de la temperatura del agua.",2166,2169,4602566,2018-05-15T21:00:00+00:00
3CQM-m0BCKkHyZ2vw2Z3,http://rtve.es/v/4602309?t=00h38m05s,En la primera inmersión los biólogos han podido ver especies en reproducción y comprobar también la grave contaminación del agua por tirar toallitas al water.,2285,2288,4602309,2018-05-15T15:00:00+00:00
3yQM-m0BCKkHyZ2vw2aB,http://rtve.es/v/4602309?t=00h38m29s,"Concluyen que el estado del mar está en regresión a causa de la sobrepesca, la contaminación y el aumento de la temperatura del agua.",2309,2313,4602309,2018-05-15T15:00:00+00:00
FSYV-m0BCKkHyZ2v5ImW,http://rtve.es/v/4598263?t=00h01m46s,"El ayuntamiento de Madrid ha endurecido el protocolo contra la contaminación e incluye también, por primera vez, a las motos.",106,110,4598263,2018-05-10T21:00:00+00:00
diYV-m0BCKkHyZ2v5Ym6,http://rtve.es/v/4598263?t=00h16m52s,Madrid endurecerá el protocolo contra la contaminación.,1012,1016,4598263,2018-05-10T21:00:00+00:00
eSYV-m0BCKkHyZ2v5YnL,http://rtve.es/v/4598263?t=00h17m16s,"Ya no hablaremos de matrículas pares o impares, lo os vehículos diesel, 2006, y gasolina anteriores al 2000, no podrán circular por el interior. no podrán circular las motos de más de 15 años, Proteger la salud de los ciudadanos con esto el ayuntamiento pretende reducir un 33% la contaminación y cumplir la normativa europea y de la OMS, son los argumentos de Ahora Madrid para estas medidas que, como gran novedad, incluyen las motos en su borrador.",1036,1040,4598263,2018-05-10T21:00:00+00:00
DiQN-m0BCKkHyZ2v7a-L,http://rtve.es/v/4598018?t=00h37m15s,Madrid endurece el protocolo contra la contaminación.,2235,2239,4598018,2018-05-10T15:00:00+00:00
niYU-m0BCKkHyZ2vwUB3,http://rtve.es/v/4590406?t=00h42m01s,"Para controlar la contaminación, se va a probar en las carreteras madrileñas un nuevo radar.",2521,2524,4590406,2018-05-03T15:00:00+00:00
Oigc-m0BCKkHyZ2vcBoY,http://rtve.es/v/4577458?t=00h02m16s,"Son datos de Greenpeace, que alerta de que si sigue este ritmo de contaminación, en 2050, en los océanos habrá más plástico que peces.",136,140,4577458,2018-04-22T15:00:00+00:00
