"Fecha","HidrocarburosN","Hidrocarburostot","Benceno","NO2","Paraxileno","NO","O3","PM10","Tolueno","dia","semana","time"
2021-04-22,0.1,1.4,0.3,2200,0.3,300,3700,800,0.7,"jueves","Laboral","07:00:00"
2021-04-22,0.1,1.4,0.3,1900,0.4,200,3900,1100,100,"jueves","Laboral","08:00:00"
2021-04-22,0.1,1.4,0.3,1300,1.2,400,6800,900,1.7,"jueves","Laboral","13:00:00"
2021-04-22,0.1,1.4,0.3,1500,0.7,300,6500,500,1.2,"jueves","Laboral","14:00:00"
2021-04-22,0.1,1.3,0.3,1300,0.5,400,7100,300,0.9,"jueves","Laboral","15:00:00"
2021-04-22,0.1,1.3,0.3,900,0.3,200,7900,200,0.8,"jueves","Laboral","16:00:00"
2021-04-22,0.1,1.3,0.2,1100,0.3,200,8000,100,0.6,"jueves","Laboral","17:00:00"
2021-04-22,0.1,1.4,0.3,1500,0.3,200,6800,300,0.7,"jueves","Laboral","18:00:00"
2021-04-22,0.1,1.4,0.3,2100,0.3,200,6100,400,0.9,"jueves","Laboral","19:00:00"
2021-04-22,0.1,1.4,0.3,2600,0.4,200,5200,400,1.1,"jueves","Laboral","20:00:00"
2021-04-22,0.1,1.4,0.3,1600,0.6,200,5500,400,1.4,"jueves","Laboral","21:00:00"
2021-04-22,0.1,1.4,0.3,1300,0.3,100,4800,500,1.1,"jueves","Laboral","22:00:00"
2021-04-22,0.1,1.4,0.3,900,0.3,100,4700,500,1.1,"jueves","Laboral","23:00:00"
2021-04-23,0.1,1.4,0.3,900,0.3,100,4300,600,0.9,"viernes","Laboral","00:00:00"
2021-04-23,0.1,1.4,0.3,1100,0.7,100,5400,400,100,"viernes","Laboral","01:00:00"
2021-04-23,0.1,1.3,0.2,500,0.3,100,6900,100,0.6,"viernes","Laboral","02:00:00"
2021-04-23,0.1,1.3,0.2,300,0.3,100,7500,200,0.4,"viernes","Laboral","03:00:00"
2021-04-23,0.1,1.4,0.2,500,0.3,100,7000,300,0.5,"viernes","Laboral","04:00:00"
2021-04-23,0.1,1.4,0.2,800,0.3,200,6800,300,0.5,"viernes","Laboral","05:00:00"
2021-04-23,0.1,1.4,0.2,1500,0.3,200,6100,400,0.6,"viernes","Laboral","06:00:00"
2021-04-23,0.1,1.4,0.3,2100,0.5,300,5900,600,100,"viernes","Laboral","07:00:00"
2021-04-23,0.2,1.5,0.3,1700,0.7,500,6800,500,1.1,"viernes","Laboral","08:00:00"
2021-04-23,0.1,1.4,0.7,900,3.2,300,7600,900,4.1,"viernes","Laboral","09:00:00"
2021-04-23,0.2,1.5,0.6,1200,2.3,300,7600,1400,2.9,"viernes","Laboral","10:00:00"
2021-04-23,0.1,1.4,0.4,1100,1.5,200,7800,1300,1.6,"viernes","Laboral","11:00:00"
2021-04-23,0.1,1.4,0.3,1200,0.9,200,7700,900,100,"viernes","Laboral","12:00:00"
2021-04-23,0.1,1.4,0.3,1800,0.9,300,7200,800,1.4,"viernes","Laboral","13:00:00"
2021-04-23,0.1,1.4,0.3,1700,0.8,300,7600,800,1.1,"viernes","Laboral","14:00:00"
2021-04-23,0.1,1.3,0.3,1100,0.4,300,8200,600,0.7,"viernes","Laboral","15:00:00"
2021-04-23,0.1,1.4,0.3,1000,0.3,300,8200,600,0.9,"viernes","Laboral","16:00:00"
2021-04-23,0.1,1.3,0.3,1000,0.4,200,8400,500,0.6,"viernes","Laboral","17:00:00"
2021-04-23,0.1,1.3,0.3,900,0.3,200,8300,400,0.6,"viernes","Laboral","18:00:00"
2021-04-23,0.1,1.4,0.3,1400,0.3,100,7500,400,0.6,"viernes","Laboral","19:00:00"
2021-04-23,0.1,1.4,0.3,1600,0.3,100,7200,600,0.8,"viernes","Laboral","20:00:00"
2021-04-23,0.1,1.4,0.3,1600,0.4,100,7000,800,0.8,"viernes","Laboral","21:00:00"
2021-04-23,0.1,1.4,0.3,1500,0.5,100,6800,900,100,"viernes","Laboral","22:00:00"
2021-04-23,0.1,1.4,0.3,1200,0.6,100,6800,600,0.9,"viernes","Laboral","23:00:00"
2021-04-24,0.1,1.4,0.3,800,0.9,100,7400,700,1.1,"sábado",NA,"00:00:00"
2021-04-24,0.1,1.4,0.3,600,0.3,100,6900,800,0.8,"sábado",NA,"01:00:00"
2021-04-24,0.1,1.4,0.3,700,0.3,200,6500,1000,0.9,"sábado",NA,"02:00:00"
2021-04-24,0.1,1.4,0.3,600,0.3,100,7200,1100,0.8,"sábado",NA,"03:00:00"
2021-04-24,0.1,1.4,0.2,400,0.3,100,7500,900,0.7,"sábado",NA,"04:00:00"
2021-04-24,0.1,1.4,0.2,1500,0.3,100,6900,700,0.5,"sábado",NA,"05:00:00"
2021-04-24,0.1,1.4,0.3,2500,0.3,200,4700,900,0.7,"sábado",NA,"06:00:00"
2021-04-24,0.1,1.4,0.3,2500,0.8,300,5100,1000,1.3,"sábado",NA,"07:00:00"
2021-04-24,0.1,1.4,0.3,1600,0.3,400,7000,1000,0.8,"sábado",NA,"08:00:00"
2021-04-24,0.1,1.4,0.3,800,0.3,200,8100,900,0.6,"sábado",NA,"09:00:00"
2021-04-24,0.1,1.4,0.3,800,0.3,200,8200,800,0.6,"sábado",NA,"10:00:00"
2021-04-24,0.1,1.4,0.3,900,0.3,200,8300,400,0.6,"sábado",NA,"11:00:00"
2021-04-24,0.1,1.3,0.3,900,0.3,300,8400,700,0.7,"sábado",NA,"12:00:00"
2021-04-24,0.1,1.3,0.3,1000,0.3,300,8300,1000,0.7,"sábado",NA,"13:00:00"
2021-04-24,0.1,1.3,0.3,800,0.4,200,8500,800,0.8,"sábado",NA,"14:00:00"
2021-04-24,0.1,1.3,0.2,900,0.3,100,8200,800,0.4,"sábado",NA,"15:00:00"
2021-04-24,0.1,1.3,0.3,1100,0.3,200,7800,700,0.5,"sábado",NA,"16:00:00"
2021-04-24,0.1,1.3,0.3,1200,0.3,200,7700,700,0.4,"sábado",NA,"17:00:00"
2021-04-24,0.1,1.3,0.3,1000,0.3,100,7800,700,0.6,"sábado",NA,"18:00:00"
2021-04-24,0.1,1.3,0.3,1200,0.3,100,7500,900,0.6,"sábado",NA,"19:00:00"
2021-04-24,0.1,1.3,0.3,1400,0.3,100,7000,1100,0.6,"sábado",NA,"20:00:00"
2021-04-24,0.1,1.3,0.3,1400,0.3,100,6500,1400,0.6,"sábado",NA,"21:00:00"
2021-04-24,0.1,1.4,0.3,1900,0.6,100,5500,2100,100,"sábado",NA,"22:00:00"
2021-04-24,0.1,1.4,0.3,1300,0.7,100,5400,1800,1.1,"sábado",NA,"23:00:00"
2021-04-25,0.1,1.4,0.3,600,0.3,100,5900,1500,0.9,"domingo","Fin de semana","00:00:00"
2021-04-25,0.1,1.4,0.3,700,0.3,100,5300,1200,0.9,"domingo","Fin de semana","01:00:00"
2021-04-25,0.1,1.3,0.3,500,0.4,100,5400,1200,0.9,"domingo","Fin de semana","02:00:00"
2021-04-25,0.1,1.4,0.3,400,0.3,100,6000,1100,0.8,"domingo","Fin de semana","03:00:00"
2021-04-25,0.1,1.4,0.3,500,0.3,100,6600,600,0.6,"domingo","Fin de semana","04:00:00"
2021-04-25,0.1,1.3,0.3,400,0.3,100,6700,300,0.9,"domingo","Fin de semana","05:00:00"
2021-04-25,0.1,1.3,0.2,600,0.3,100,5600,300,0.7,"domingo","Fin de semana","06:00:00"
2021-04-25,0.1,1.4,0.2,800,0.3,200,4600,700,0.7,"domingo","Fin de semana","07:00:00"
2021-04-25,0.1,1.3,0.3,800,0.3,200,4600,900,0.7,"domingo","Fin de semana","08:00:00"
2021-04-25,0.1,1.3,0.3,1000,0.3,200,5400,1800,0.7,"domingo","Fin de semana","09:00:00"
2021-04-25,0.1,1.3,0.3,1400,0.3,200,5500,1500,0.8,"domingo","Fin de semana","10:00:00"
2021-04-25,0.1,1.3,0.3,1300,0.3,200,6300,1000,0.6,"domingo","Fin de semana","11:00:00"
2021-04-25,0.1,1.3,0.3,1600,0.3,200,6100,800,0.6,"domingo","Fin de semana","12:00:00"
2021-04-25,0.1,1.4,0.3,2100,0.3,300,5900,600,0.8,"domingo","Fin de semana","13:00:00"
2021-04-25,0.1,1.3,0.3,2200,0.3,400,5600,800,0.9,"domingo","Fin de semana","14:00:00"
2021-04-25,0.1,1.3,0.3,1200,0.3,300,6200,1000,0.8,"domingo","Fin de semana","15:00:00"
2021-04-25,0.1,1.4,0.3,1100,0.3,200,6100,800,0.5,"domingo","Fin de semana","16:00:00"
2021-04-25,0.1,1.4,0.3,1700,0.3,200,5700,800,0.7,"domingo","Fin de semana","17:00:00"
2021-04-25,0.1,1.3,0.3,1700,0.3,200,6000,800,0.7,"domingo","Fin de semana","18:00:00"
2021-04-25,0.1,1.4,0.4,2300,0.3,200,5300,900,0.7,"domingo","Fin de semana","19:00:00"
2021-04-25,0.1,1.4,0.4,2100,0.7,200,5000,1000,1.1,"domingo","Fin de semana","20:00:00"
2021-04-25,0.1,1.3,0.4,1600,0.5,200,4600,900,0.8,"domingo","Fin de semana","21:00:00"
2021-04-25,0.1,1.3,0.3,900,0.3,100,5100,800,0.8,"domingo","Fin de semana","22:00:00"
2021-04-25,0.1,1.3,0.5,1000,0.3,100,4900,1000,0.8,"domingo","Fin de semana","23:00:00"
2021-04-26,0.1,1.4,0.3,1300,1.1,100,4000,1100,0.9,"lunes","Laboral","00:00:00"
2021-04-26,0.1,1.4,0.3,1000,100,100,3900,1300,0.9,"lunes","Laboral","01:00:00"
2021-04-26,0.1,1.4,0.3,600,0.3,100,3800,1500,0.8,"lunes","Laboral","02:00:00"
2021-04-26,0.1,1.5,0.3,600,0.3,100,4100,1300,0.7,"lunes","Laboral","03:00:00"
2021-04-26,0.1,1.5,0.3,800,0.3,100,3800,1500,0.8,"lunes","Laboral","04:00:00"
2021-04-26,0.1,1.4,0.3,1700,0.4,200,2700,1500,0.9,"lunes","Laboral","05:00:00"
2021-04-26,0.1,1.4,0.4,3500,0.8,800,1400,1300,1.1,"lunes","Laboral","06:00:00"
2021-04-26,0.1,1.4,0.6,4200,1.3,1100,900,1600,200,"lunes","Laboral","07:00:00"
2021-04-26,0.2,1.5,0.5,4900,1.5,3800,400,2100,2.3,"lunes","Laboral","08:00:00"
2021-04-26,0.2,1.5,0.6,4500,2.2,3600,800,2600,3.7,"lunes","Laboral","09:00:00"
2021-04-26,0.1,1.5,0.5,2900,1.9,900,3000,2500,3.8,"lunes","Laboral","10:00:00"
2021-04-26,0.1,1.5,0.4,2100,1.2,600,3800,1900,2.2,"lunes","Laboral","11:00:00"
2021-04-26,0.1,1.4,0.4,1600,1.1,600,5000,1500,2.2,"lunes","Laboral","12:00:00"
2021-04-26,0.1,1.3,0.3,900,0.8,300,6900,1000,1.5,"lunes","Laboral","13:00:00"
2021-04-26,0.1,1.3,0.3,700,0.5,200,8000,600,100,"lunes","Laboral","14:00:00"
2021-04-26,0.1,1.3,0.2,700,0.3,200,8000,200,0.9,"lunes","Laboral","15:00:00"
2021-04-26,0.1,1.3,0.2,1000,0.4,200,7500,100,1.5,"lunes","Laboral","16:00:00"
2021-04-26,0.1,1.3,0.3,1100,0.4,200,7300,200,100,"lunes","Laboral","17:00:00"
2021-04-26,0.1,1.3,0.3,800,0.6,100,7900,100,1.1,"lunes","Laboral","18:00:00"
2021-04-26,0.1,1.3,0.2,1100,0.3,100,7800,100,0.7,"lunes","Laboral","19:00:00"
2021-04-26,0.1,1.3,0.2,2600,0.5,200,5800,300,1.4,"lunes","Laboral","20:00:00"
2021-04-26,0.1,1.3,0.3,1500,0.8,100,6000,1300,100,"lunes","Laboral","21:00:00"
2021-04-26,0.1,1.4,0.3,1800,0.9,100,5300,1500,1.3,"lunes","Laboral","22:00:00"
2021-04-26,0.1,1.3,0.3,1300,0.4,100,5400,800,1.1,"lunes","Laboral","23:00:00"
2021-04-27,0.1,1.4,0.3,1300,0.5,100,4700,800,100,"martes","Laboral","00:00:00"
2021-04-27,0.1,1.3,0.4,900,1.1,100,5000,800,1.8,"martes","Laboral","01:00:00"
2021-04-27,0.1,1.4,0.3,1200,0.7,100,3800,400,1.2,"martes","Laboral","02:00:00"
2021-04-27,0.1,1.4,0.3,1100,1.4,100,3300,800,2.1,"martes","Laboral","03:00:00"
2021-04-27,0.1,1.4,0.3,1100,1.4,100,3000,700,200,"martes","Laboral","04:00:00"
2021-04-27,0.1,1.4,0.3,2200,1.2,500,1400,1000,1.8,"martes","Laboral","05:00:00"
2021-04-27,0.2,1.5,0.5,3500,200,2700,200,1100,3.9,"martes","Laboral","06:00:00"
2021-04-27,0.1,1.5,0.6,2800,2.5,1000,1200,1700,3.8,"martes","Laboral","07:00:00"
2021-04-27,0.2,1.6,0.4,2400,1.2,900,1700,1700,1.6,"martes","Laboral","08:00:00"
2021-04-27,0.1,1.6,0.4,1600,1.5,700,2700,1500,2.1,"martes","Laboral","09:00:00"
2021-04-27,0.1,1.6,0.3,2100,1.2,900,2700,1300,1.9,"martes","Laboral","10:00:00"
2021-04-27,0.1,1.5,0.4,3300,1.5,1800,2600,1600,2.3,"martes","Laboral","11:00:00"
2021-04-27,0.2,1.6,0.5,3800,1.8,2300,3400,1600,2.4,"martes","Laboral","12:00:00"
2021-04-27,0.1,1.6,0.4,3400,1.7,1000,4700,1600,2.4,"martes","Laboral","13:00:00"
2021-04-27,0.1,1.5,0.4,3000,1.2,600,5800,1700,2.1,"martes","Laboral","14:00:00"
2021-04-27,0.1,1.3,0.3,2500,1.1,400,7200,1200,2.1,"martes","Laboral","15:00:00"
2021-04-27,0.1,1.3,0.3,1800,0.9,400,7600,1000,1.8,"martes","Laboral","16:00:00"
2021-04-27,0.1,1.3,0.3,2000,0.8,300,7100,600,1.4,"martes","Laboral","17:00:00"
2021-04-27,0.1,1.4,0.4,3600,100,400,5300,700,2.1,"martes","Laboral","18:00:00"
2021-04-27,0.1,1.3,0.4,1700,1.8,200,6700,900,2.6,"martes","Laboral","19:00:00"
2021-04-27,0.1,1.4,0.3,2300,0.8,100,5400,1300,1.3,"martes","Laboral","20:00:00"
2021-04-27,0.1,1.4,0.3,3100,0.9,100,3800,1700,1.7,"martes","Laboral","21:00:00"
2021-04-27,0.1,1.3,0.3,1100,0.7,100,5300,1000,1.4,"martes","Laboral","22:00:00"
2021-04-27,0.1,1.4,0.2,1100,0.5,100,5300,500,100,"martes","Laboral","23:00:00"
2021-04-28,0.1,1.4,0.3,1200,0.7,100,4800,400,100,"miércoles",NA,"00:00:00"
2021-04-28,0.1,1.4,0.3,800,0.8,100,4600,800,1.2,"miércoles",NA,"01:00:00"
2021-04-28,0.1,1.4,0.3,1000,0.5,100,3800,900,1.4,"miércoles",NA,"02:00:00"
2021-04-28,0.1,1.4,0.2,1100,0.5,100,3000,900,1.6,"miércoles",NA,"03:00:00"
2021-04-28,0.1,1.4,0.2,1700,0.6,100,2500,1100,1.6,"miércoles",NA,"04:00:00"
2021-04-28,0.1,1.4,0.3,3200,1.1,300,1200,1100,3.2,"miércoles",NA,"05:00:00"
2021-04-28,0.2,1.8,0.4,4100,1.5,1100,300,1200,2.6,"miércoles",NA,"06:00:00"
2021-04-28,0.2,1.9,0.5,3800,2.2,900,1000,1600,2.8,"miércoles",NA,"07:00:00"
2021-04-28,0.2,1.8,0.5,3400,2.3,1200,1200,2000,2.7,"miércoles",NA,"08:00:00"
2021-04-28,0.2,1.9,0.6,4700,2.7,3600,1400,2500,3.1,"miércoles",NA,"11:00:00"
2021-04-28,0.1,1.3,0.5,900,2.5,400,5500,2000,2.7,"miércoles",NA,"12:00:00"
2021-04-28,0.1,1.3,0.2,800,0.6,300,6300,300,1.3,"miércoles",NA,"13:00:00"
2021-04-28,0.1,1.3,0.2,600,0.3,300,7100,100,1.2,"miércoles",NA,"14:00:00"
2021-04-28,0.1,1.3,0.2,600,0.4,200,7400,100,1.2,"miércoles",NA,"15:00:00"
2021-04-28,0.1,1.3,0.2,700,0.4,200,7100,100,1.4,"miércoles",NA,"16:00:00"
2021-04-28,0.1,1.3,0.2,600,0.6,200,7200,100,2.1,"miércoles",NA,"17:00:00"
2021-04-28,0.1,1.3,0.1,600,0.3,200,7600,100,1.2,"miércoles",NA,"18:00:00"
2021-04-28,0.1,1.3,0.1,700,0.5,200,7800,200,100,"miércoles",NA,"19:00:00"
2021-04-28,0.1,1.3,0.2,1200,1.8,100,7900,300,1.3,"miércoles",NA,"20:00:00"
2021-04-28,0.1,1.3,0.2,1200,0.4,100,7400,500,1.4,"miércoles",NA,"21:00:00"
2021-04-28,0.1,1.4,0.2,1400,0.3,100,6800,900,1.4,"miércoles",NA,"22:00:00"
2021-04-28,0.1,1.3,0.2,600,0.3,100,7200,800,1.3,"miércoles",NA,"23:00:00"
2021-04-29,0.1,1.3,0.2,600,0.3,100,7200,500,1.3,"jueves","Laboral","00:00:00"
2021-04-29,0.1,1.3,0.2,400,0.3,100,8000,500,1.2,"jueves","Laboral","01:00:00"
2021-04-29,0.1,1.3,0.2,400,0.3,100,7400,500,0.9,"jueves","Laboral","02:00:00"
2021-04-29,0.1,1.3,0.2,400,0.3,100,6700,700,0.9,"jueves","Laboral","03:00:00"
2021-04-29,0.1,1.3,0.2,400,0.3,100,6600,900,0.8,"jueves","Laboral","04:00:00"
2021-04-29,0.1,1.3,0.2,800,0.3,100,6000,800,0.8,"jueves","Laboral","05:00:00"
2021-04-29,0.1,1.3,0.2,1800,0.3,200,5200,700,0.9,"jueves","Laboral","06:00:00"
2021-04-29,0.1,1.4,0.3,2600,0.3,300,4400,600,2.2,"jueves","Laboral","07:00:00"
2021-04-29,0.1,1.4,0.3,2500,0.9,400,4700,500,2.3,"jueves","Laboral","08:00:00"
2021-04-29,0.1,1.3,0.3,1900,0.9,400,5300,500,1.9,"jueves","Laboral","09:00:00"
2021-04-29,0.1,1.4,0.3,1300,100,400,6000,800,1.8,"jueves","Laboral","10:00:00"
2021-04-29,0.1,1.3,0.2,800,1.4,300,7300,700,1.9,"jueves","Laboral","11:00:00"
2021-04-29,0.1,1.3,0.2,700,100,200,7800,500,1.5,"jueves","Laboral","12:00:00"
2021-04-29,0.1,1.3,0.2,700,0.9,300,7700,600,1.2,"jueves","Laboral","13:00:00"
2021-04-29,0.1,1.3,0.2,700,0.4,200,8000,600,1.7,"jueves","Laboral","14:00:00"
2021-04-29,0.1,1.3,0.2,600,0.3,200,8100,700,1.4,"jueves","Laboral","15:00:00"
2021-04-29,0.1,1.3,0.2,600,0.5,200,8100,700,1.3,"jueves","Laboral","16:00:00"
2021-04-29,0.1,1.3,0.2,500,0.5,200,8500,700,1.4,"jueves","Laboral","17:00:00"
2021-04-29,0.1,1.3,0.2,600,0.3,200,8700,600,100,"jueves","Laboral","18:00:00"
2021-04-29,0.1,1.3,0.2,800,0.4,100,8500,600,0.9,"jueves","Laboral","19:00:00"
2021-04-29,0.1,1.3,0.2,1100,0.3,100,7800,600,0.8,"jueves","Laboral","20:00:00"
2021-04-29,0.1,1.3,0.2,1100,0.3,100,7500,700,100,"jueves","Laboral","21:00:00"
2021-04-29,0.1,1.3,0.2,900,0.3,100,7600,800,1.1,"jueves","Laboral","22:00:00"
2021-04-29,0.1,1.3,0.2,1200,0.3,100,6800,800,100,"jueves","Laboral","23:00:00"
2021-04-30,0.1,1.3,0.2,800,0.3,100,7000,800,1.3,"viernes","Laboral","00:00:00"
2021-04-30,0.1,1.3,0.2,800,0.3,100,6600,1100,1.1,"viernes","Laboral","01:00:00"
2021-04-30,0.1,1.4,0.2,1200,0.3,100,5800,1100,1.4,"viernes","Laboral","02:00:00"
2021-04-30,0.1,1.6,0.2,1400,0.4,100,4500,1200,0.9,"viernes","Laboral","03:00:00"
2021-04-30,0.1,1.8,0.3,2800,100,200,2900,1500,1.6,"viernes","Laboral","04:00:00"
2021-04-30,0.1,1.8,0.3,2400,1.3,300,2900,1600,1.9,"viernes","Laboral","05:00:00"
2021-04-30,0.1,1.7,0.3,3200,1.2,400,2100,1600,1.6,"viernes","Laboral","06:00:00"
2021-04-30,0.2,1.8,0.4,5300,1.2,2200,1200,1800,1.7,"viernes","Laboral","07:00:00"
2021-04-30,0.2,1.9,0.6,5400,1.6,3100,1500,2000,2.4,"viernes","Laboral","08:00:00"
2021-04-30,0.2,1.7,0.4,4600,1.5,2800,2300,2200,2.1,"viernes","Laboral","09:00:00"
2021-04-30,0.2,1.6,0.8,4500,300,3100,2900,2300,4.2,"viernes","Laboral","10:00:00"
2021-04-30,0.2,1.6,0.5,4800,200,2400,3300,2300,2.7,"viernes","Laboral","11:00:00"
2021-04-30,0.1,1.4,0.5,2700,2.2,900,5900,2000,300,"viernes","Laboral","12:00:00"
2021-04-30,0.1,1.3,0.3,800,0.9,200,8700,1200,1.3,"viernes","Laboral","13:00:00"
2021-04-30,0.1,1.3,0.2,1000,0.3,200,9000,600,0.9,"viernes","Laboral","14:00:00"
2021-04-30,0.1,1.3,0.2,1000,0.5,200,9700,500,1.1,"viernes","Laboral","15:00:00"
2021-04-30,0.1,1.3,0.2,1000,0.5,200,9700,300,100,"viernes","Laboral","16:00:00"
2021-04-30,0.1,1.3,0.2,900,0.7,200,9600,300,1.1,"viernes","Laboral","17:00:00"
2021-04-30,0.1,1.3,0.2,800,1.2,200,9200,400,1.3,"viernes","Laboral","18:00:00"
2021-04-30,0.1,1.3,0.2,900,0.6,100,7700,200,1.1,"viernes","Laboral","19:00:00"
2021-04-30,0.1,1.3,0.2,1200,0.3,100,7100,600,0.6,"viernes","Laboral","20:00:00"
2021-04-30,0.1,1.3,0.3,1700,0.3,100,6800,400,100,"viernes","Laboral","21:00:00"
2021-04-30,0.1,1.4,0.3,2100,0.6,200,5800,700,1.2,"viernes","Laboral","22:00:00"
2021-04-30,0.1,1.3,0.3,1200,0.4,100,6400,600,100,"viernes","Laboral","23:00:00"
2021-05-01,0.1,1.3,0.3,600,0.5,100,7200,300,0.9,"sábado",NA,"00:00:00"
2021-05-01,0.1,1.3,0.2,300,0.3,100,7100,400,0.7,"sábado",NA,"01:00:00"
2021-05-01,0.1,1.3,0.2,400,0.3,100,7300,100,0.6,"sábado",NA,"02:00:00"
2021-05-01,0.1,1.3,0.2,500,0.3,100,6000,300,0.6,"sábado",NA,"03:00:00"
2021-05-01,0.1,1.4,0.2,600,0.3,100,4900,600,1.3,"sábado",NA,"04:00:00"
2021-05-01,0.1,1.4,0.2,1500,1.6,200,3800,800,5.7,"sábado",NA,"05:00:00"
2021-05-01,0.1,1.4,0.3,3000,1.8,500,2300,700,5.8,"sábado",NA,"06:00:00"
2021-05-01,0.1,1.4,0.3,2500,1.8,500,3600,1000,4.7,"sábado",NA,"07:00:00"
2021-05-01,0.1,1.5,0.3,1900,1.4,600,3800,800,2.4,"sábado",NA,"08:00:00"
2021-05-01,0.1,1.4,0.3,1000,0.7,300,6000,800,1.2,"sábado",NA,"09:00:00"
2021-05-01,0.1,1.4,0.2,1200,0.3,400,6500,500,0.7,"sábado",NA,"10:00:00"
2021-05-01,0.1,1.4,0.3,1100,0.3,300,7300,400,0.7,"sábado",NA,"11:00:00"
2021-05-01,0.1,1.3,0.2,500,0.4,200,8700,400,0.8,"sábado",NA,"12:00:00"
2021-05-01,0.1,1.3,0.2,300,0.3,100,9600,300,0.6,"sábado",NA,"13:00:00"
2021-05-01,0.1,1.3,0.2,300,0.3,100,9500,200,0.4,"sábado",NA,"14:00:00"
2021-05-01,0.1,1.3,0.2,400,0.3,100,9400,200,0.4,"sábado",NA,"15:00:00"
2021-05-01,0.1,1.3,0.2,700,0.4,100,8800,100,2.4,"sábado",NA,"16:00:00"
2021-05-01,0.1,1.3,0.2,700,0.3,200,8600,100,100,"sábado",NA,"17:00:00"
2021-05-01,0.1,1.3,0.2,800,0.3,100,8200,200,0.7,"sábado",NA,"18:00:00"
2021-05-01,0.1,1.4,0.2,1400,0.3,200,7500,300,0.6,"sábado",NA,"19:00:00"
2021-05-01,0.1,1.4,0.2,1100,0.3,100,7900,600,0.6,"sábado",NA,"20:00:00"
2021-05-01,0.1,1.4,0.4,1400,0.4,200,7900,700,0.9,"sábado",NA,"21:00:00"
2021-05-01,0.1,1.4,0.3,900,0.4,100,8100,600,0.9,"sábado",NA,"22:00:00"
2021-05-01,0.1,1.4,0.3,600,0.3,100,7700,600,0.6,"sábado",NA,"23:00:00"
2021-05-02,0.1,1.3,0.2,400,0.3,100,7600,500,0.5,"domingo","Fin de semana","00:00:00"
2021-05-02,0.1,1.4,0.2,300,0.3,100,7500,200,0.4,"domingo","Fin de semana","01:00:00"
2021-05-02,0.1,1.3,0.2,400,0.3,100,7900,100,0.5,"domingo","Fin de semana","02:00:00"
2021-05-02,0.1,1.3,0.2,300,0.3,100,8000,100,0.4,"domingo","Fin de semana","03:00:00"
2021-05-02,0.1,1.4,0.2,400,0.3,100,7700,100,0.4,"domingo","Fin de semana","04:00:00"
2021-05-02,0.1,1.4,0.2,500,0.3,100,7500,300,0.5,"domingo","Fin de semana","05:00:00"
2021-05-02,0.1,1.3,0.2,500,0.3,100,7600,500,0.4,"domingo","Fin de semana","06:00:00"
2021-05-02,0.1,1.4,0.2,700,0.3,200,7300,600,0.5,"domingo","Fin de semana","07:00:00"
2021-05-02,0.1,1.4,0.3,600,0.3,200,7200,700,0.5,"domingo","Fin de semana","08:00:00"
2021-05-02,0.1,1.4,0.2,600,0.3,200,7800,700,0.5,"domingo","Fin de semana","09:00:00"
2021-05-02,0.1,1.3,0.3,500,0.3,200,8100,900,0.4,"domingo","Fin de semana","10:00:00"
2021-05-02,0.1,1.3,0.2,500,0.3,200,9000,900,0.4,"domingo","Fin de semana","11:00:00"
2021-05-02,0.1,1.3,0.2,600,0.3,200,9700,800,0.2,"domingo","Fin de semana","12:00:00"
2021-05-02,0.1,1.4,0.2,500,0.3,200,9700,600,0.3,"domingo","Fin de semana","13:00:00"
2021-05-02,0.1,1.4,0.2,500,0.3,200,10300,400,0.4,"domingo","Fin de semana","14:00:00"
2021-05-02,0.1,1.3,0.2,500,0.3,200,10700,400,0.3,"domingo","Fin de semana","15:00:00"
2021-05-02,0.1,1.3,0.2,700,0.3,200,10400,300,0.4,"domingo","Fin de semana","16:00:00"
2021-05-02,0.1,1.3,0.2,800,0.3,200,10300,500,0.4,"domingo","Fin de semana","17:00:00"
2021-05-02,0.1,1.3,0.2,1400,0.4,200,9400,500,0.5,"domingo","Fin de semana","19:00:00"
2021-05-02,0.1,1.3,0.3,2200,0.3,200,8100,300,0.7,"domingo","Fin de semana","20:00:00"
2021-05-02,0.1,1.3,0.3,1900,0.5,200,7300,400,0.9,"domingo","Fin de semana","21:00:00"
2021-05-02,0.1,1.3,0.4,1400,0.5,100,7000,1000,0.9,"domingo","Fin de semana","22:00:00"
2021-05-02,0.1,1.3,0.3,500,0.3,100,7600,700,0.6,"domingo","Fin de semana","23:00:00"
2021-05-03,0.1,1.3,0.2,400,0.3,100,7600,700,0.5,"lunes","Laboral","00:00:00"
2021-05-03,0.1,1.3,0.2,300,0.3,100,7600,400,0.5,"lunes","Laboral","01:00:00"
2021-05-03,0.1,1.3,0.2,400,0.3,100,7600,500,0.5,"lunes","Laboral","02:00:00"
2021-05-03,0.1,1.3,0.2,500,0.3,100,7500,500,0.5,"lunes","Laboral","03:00:00"
2021-05-03,0.1,1.3,0.2,400,0.3,100,7300,500,0.5,"lunes","Laboral","04:00:00"
2021-05-03,0.1,1.3,0.2,600,0.3,100,6800,700,0.5,"lunes","Laboral","05:00:00"
2021-05-03,0.1,1.3,0.2,700,0.3,100,6300,800,0.5,"lunes","Laboral","06:00:00"
2021-05-03,0.1,1.3,0.2,800,0.3,200,6200,800,0.4,"lunes","Laboral","07:00:00"
2021-05-03,0.1,1.3,0.2,1000,0.3,200,6100,800,0.5,"lunes","Laboral","08:00:00"
